site,transect,year,distance_original,distance,vertical,species,species_code,lifeform,status,lifecycle,family,notes,hillslope,standtype
1,7,2024,28,28,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,28,28,ground,moss,moss,moss,moss,moss,moss,,,
1,7,2024,29,29,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,30,30,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,30,30,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,7,2024,31,31,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,31,31,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,31,31,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,31,31,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,31,31,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,7,2024,32,32,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,32,32,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,32,32,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,32,32,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,33,33,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,33,33,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,33,33,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,33,33,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,34,34,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,34,34,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,34,34,ground,moss,moss,moss,moss,moss,moss,,,
1,7,2024,35,35,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,35,35,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,35,35,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,36,36,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,36,36,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,37,37,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,37,37,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,7,2024,38,38,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,38,38,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,7,2024,39,39,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,39,39,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,39,39,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,7,2024,40,40,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,40,40,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,40,40,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,7,2024,41,41,1,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,41,41,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,41,41,3,Sambucus mexicana,SANI,shrub,native,perennial,Virburnaceae,,,
1,7,2024,41,41,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,1,1,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,1,1,2,Astragalus trichopodus,,forb,native,perennial,Fabaceae,,,
1,8,2024,1,1,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,2,2,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,2,2,2,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,2,2,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,3,3,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,3,3,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,4,4,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,4,4,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,4,4,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,5,5,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,5,5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,5,5,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,6,6,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,6,6,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,7,7,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,7,7,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,8,8,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,8,2024,8,8,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,8,2024,8,8,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,9,9,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,9,9,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,10,10,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,10,10,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,11,11,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,11,11,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,12,12,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,12,12,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,13,13,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,13,13,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,13,13,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,14,14,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,14,14,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,14,14,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,15,15,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,15,15,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,15,15,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,16,16,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,16,16,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,16,16,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,17,17,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,17,17,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,17,17,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,18,18,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,18,18,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,18,18,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,19,19,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,19,19,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,20,20,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,8,2024,20,20,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,20,20,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,21,21,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,21,21,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,8,2024,21,21,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,22,22,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,22,22,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,23,23,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,8,2024,23,23,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,24,24,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,8,2024,24,24,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,24,24,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,25,25,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,25,25,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,26,26,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,26,26,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,27,27,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,27,27,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,28,28,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,28,28,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,8,2024,29,29,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,29,29,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,29,29,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,30,30,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,30,30,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,30,30,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,31,31,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,31,31,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,31,31,3,Dipterostemon capitatus,dica,forb,native,perennial,Themidaceae,,,
1,8,2024,31,31,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,32,32,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,32,32,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,33,33,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,34,34,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,34,34,2,Rapistrum rugosum,RARU,forb,nonnative,annual,Brassicaceae,,,
1,8,2024,34,34,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,8,2024,34,34,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,35,35,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,35,35,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,35,35,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,35,35,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,8,2024,35,35,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,36,36,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,36,36,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,36,36,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,36,36,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,37,37,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,37,37,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,8,2024,37,37,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,8,2024,38,38,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,8,2024,38,38,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,8,2024,38,38,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,39,39,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,8,2024,39,39,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,40,40,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,8,2024,41,41,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,1,1,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,2,2,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,9,2024,2,2,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,3,3,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,9,2024,3,3,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,4,4,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,5,5,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,6,6,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,6,6,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,7,7,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,7,7,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,8,8,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,8,8,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,9,9,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,9,9,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,10,10,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,11,11,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,11,11,ground,rock,rock,rock,rock,rock,rock,,,
1,9,2024,12,12,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,12,12,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,13,13,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,9,2024,13,13,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,13,13,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,13,13,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,14,14,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,14,14,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,14,14,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,15,15,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,15,15,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,16,16,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,17,17,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,18,18,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,19,19,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,19,19,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,19,19,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,20,20,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,20,20,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,9,2024,20,20,3,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,20,20,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,21,21,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,21,21,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,22,22,1,Salvia leucophylla dead,dd SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,22,22,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,22,22,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,22,22,4,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,9,2024,22,22,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,23,23,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,9,2024,23,23,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,23,23,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,24,24,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,24,24,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
1,9,2024,24,24,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,9,2024,24,24,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,24,24,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,25,25,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,25,25,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,26,26,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,26,26,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,26,26,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,27,27,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,27,27,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,27,27,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,28,28,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,28,28,2,Malacothamnus fasciculatus dead,dead mafa,shrub,native,perennial,Malvaceae,,,
1,9,2024,28,28,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,29,29,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,9,2024,29,29,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,9,2024,30,30,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,30,30,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,31,31,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,9,2024,31,31,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,32,32,1,Euphorbia albomarginata,,forb,native,perennial,Euphorbiaceae,,,
1,9,2024,32,32,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,32,32,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,9,2024,33,33,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,33,33,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,34,34,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,34,34,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
1,9,2024,34,34,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,35,35,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,35,35,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,36,36,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,36,36,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,37,37,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,37,37,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,38,38,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,38,38,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,39,39,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,39,39,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,40,40,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,40,40,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,9,2024,41,41,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,9,2024,41,41,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,1,1,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,1,1,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,2,2,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,2,2,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,2,2,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,3,3,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,10,2024,3,3,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,3,3,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,3,3,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,4,4,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,4,4,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,5,5,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,5,5,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,5,5,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,6,6,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,6,6,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,6,6,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,7,7,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,7,7,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,7,7,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,10,2024,8,8,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,10,2024,8,8,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,8,8,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,10,2024,9,9,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,9,9,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,9,9,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,10,10,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,10,10,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,10,10,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,11,11,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,11,11,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,11,11,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,10,2024,12,12,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,12,12,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,12,12,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,12,12,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,13,13,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,10,2024,13,13,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,10,2024,13,13,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,13,13,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,14,14,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,14,14,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,14,14,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,15,15,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae,,,
1,10,2024,15,15,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,15,15,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,15,15,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,16,16,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,16,16,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,16,16,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,10,2024,17,17,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,17,17,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,10,2024,17,17,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,17,17,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,18,18,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,18,18,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,10,2024,18,18,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,10,2024,18,18,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,19,19,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,19,19,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,10,2024,19,19,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,10,2024,19,19,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
1,10,2024,20,20,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,20,20,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,20,20,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,10,2024,21,21,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,10,2024,21,21,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
1,10,2024,21,21,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,10,2024,21,21,ground,native_litter,native_litter,litter,litter,litter,litter,,,
1,10,2024,22,22,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,10,2024,22,22,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
