year,ch1_site,ch1_transect,rep,standtype,transectsite,status,lifeform,family,ch1_species,lifespan,lifestage,link to tab: belt_byspecies => https://docs.google.com/spreadsheets/d/1JG8udkjru26Z6zy7LwNiDczkgRrB42tNG_wnW2O2R60/edit?usp=sharing
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,1,4,DEG2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,2,2,5,DEG2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,3,6,DEG2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,4,1,ENH1,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
