trasecttype,standtype,site,rep,distance,vertical,species,lifeform,status,lifecycle,Family,lifestage,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Lupinus spp.,herb,native,annual,Fabaceae,NA,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,dead,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,seedling,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,seedling,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,resprout,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,resprout,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,mature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
belt,matrix,ENH1,3,,,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,immature,,,,,,,,,,,,,,,,,,,,
