year,date,name,hillslope,standtype,site,rep,rep_on_the_datasheet,species_on_the_datasheet,species,notes,transect_spplist,link to tab: specieslist -> https://docs.google.com/spreadsheets/d/1FK2YxFNLESzUOiZXI4AIm9gUVStaOLQqCRljIOMnwoM/edit?usp=sharing
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,9,3,Lactuca serriola,Lactuca serriola,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Lactuca serriola,Lactuca serriola,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Lactuca serriola,Lactuca serriola,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Lactuca serriola,Lactuca serriola,unknown collected aster - sample collected in Stephanie's notebook NB2312 page 123,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Lactuca serriola,Lactuca serriola,,,
2024,18-May-24,"Stephanie, Ommar",,,1,11,11,Lactuca serriola,Lactuca serriola,,,
2024,18-May-24,"Stephanie, Ommar",,,1,12,12,Lactuca serriola,Lactuca serriola,,,
2024,18-May-24,"Stephanie, Ommar",,,1,13,13,Lactuca serriola,Lactuca serriola,,,
2024,5-May-24,"Albert, Stephanie",,,1,9,9,Lactuca serriola,Lactuca serriola,lactca looking aster,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Lupin spp.,Lupinus spp.,"too small to ID (1-3 leaves, no flowers) ~ 2-5 cm tall",,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Lupinus bicolor - skinny leaves LUBI,Lupinus bicolor,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,8,2,Lupinus succulentus - wide leaves,Lupinus succulentus,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,11,5,Lupinus succulentus - wide leaves LUSU,Lupinus succulentus,alive and dead,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Lysimachia arvensis,Lysimachia arvensis,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,mafa,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,8,2,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,10,4,Malacothamnus fasciculatus,Malacothamnus fasciculatus,alive and dead,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,13,7,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,4-May-24,"Stephanie, Ommar",,,1,8,8,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,5-May-24,"Albert, Stephanie",,,1,9,9,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,5-May-24,"Albert, Stephanie",,,1,10,10,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,4/28/24,Kira pusch,,,2,18,18,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,4/28/24,Kira pusch,,,2,16,16,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,20,20,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Malacothamnus fasciculatus,Malacothamnus fasciculatus,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Malacothrix saxitilis,Malacothrix saxitilis,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Marah macrocarpa,Marah macrocarpa,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Medicago polymorpha,Medicago polymorpha,,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Medicago polymorpha,Medicago polymorpha,,,
2024,18-May-24,"Stephanie, Ommar",,,1,12,12,Medicago polymorpha,Medicago polymorpha,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Mirabilis laevis,Mirabilis laevis,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,8,2,Mirabilis laevis,Mirabilis laevis,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,11,5,Mirabilis laevis,Mirabilis laevis,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Mirabilis laevis,Mirabilis laevis,,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,moss,moss,,,
2024,5-May-24,"Albert, Stephanie",,,1,9,9,Phacelia distans,Phacelia distans,phacelia spp,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,8,2,Phacelia hubbyi,Phacelia hubbyi,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Phacelia hubbyi PHHU,Phacelia hubbyi,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,9,3,Phacelia hubbyi PHHU,Phacelia hubbyi,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,10,4,Phacelia hubbyi PHHU,Phacelia hubbyi,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,11,5,Phacelia hubbyi PHHU,Phacelia hubbyi,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,12,6,Phacelia hubbyi PHHU,Phacelia hubbyi,,,
2024,4/28/24,Kira pusch,,,2,18,18,Phacelia spp.,Phacelia spp.,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Phacelia tanacetifolia PHTA,Phacelia tanacetifolia,,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Pseudognaphalium californicum,Pseudognaphalium californicum,Pseudognaphalium CA - not in list,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Pseudognaphalium californicum,Pseudognaphalium californicum,,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,Pseudognaphalium LA - not in list,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Pterostegia drymarioides,Pterostegia drymarioides,,,
2024,4/28/24,Kira pusch,,,2,16,16,Pterostegia drymarioides,Pterostegia drymarioides,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Pterostegia drymarioides,Pterostegia drymarioides,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Pterostegia drymarioides,Pterostegia drymarioides,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,20,20,Pterostegia drymarioides,Pterostegia drymarioides,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Pterostegia drymarioides,Pterostegia drymarioides,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Quercus agrifolia,Quercus agrifolia,quag,,
2024,4-May-24,"Stephanie, Ommar",,,1,8,8,Rafinesquia californica,Rafinesquia californica,,,
2024,4-May-24,"Stephanie, Ommar",,,1,8,8,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,5-May-24,"Albert, Stephanie",,,1,9,9,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,5-May-24,"Albert, Stephanie",,,1,10,10,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,18-May-24,"Stephanie, Ommar",,,1,11,11,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,18-May-24,"Stephanie, Ommar",,,1,12,12,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,18-May-24,"Stephanie, Ommar",,,1,13,13,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Rapistrum rugosum - round pods,Rapistrum rugosum,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Rhamnus ilicifolia,Rhamnus ilicifolia,rhil,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Rhamnus ilicifolia,Rhamnus ilicifolia,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Rhus ovata,Rhus ovata,rhov,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,Rhus ovata,Rhus ovata,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Salvia lucophylla,Salvia leucophylla,sale,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,10,4,Salvia lucophylla,Salvia leucophylla,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,12,6,Salvia lucophylla,Salvia leucophylla,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,13,7,Salvia lucophylla,Salvia leucophylla,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Salvia lucophylla,Salvia leucophylla,,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,Salvia lucophylla,Salvia leucophylla,,,
2024,4-May-24,"Stephanie, Ommar",,,1,8,8,Salvia lucophylla,Salvia leucophylla,,,
2024,5-May-24,"Albert, Stephanie",,,1,9,9,Salvia lucophylla,Salvia leucophylla,,,
2024,5-May-24,"Albert, Stephanie",,,1,10,10,Salvia lucophylla,Salvia leucophylla,,,
2024,4/28/24,Kira pusch,,,2,18,18,Salvia lucophylla,Salvia leucophylla,,,
2024,4/28/24,Kira pusch,,,2,16,16,Salvia lucophylla,Salvia leucophylla,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Salvia lucophylla,Salvia leucophylla,,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Salvia lucophylla,Salvia leucophylla,,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Salvia lucophylla,Salvia leucophylla,,,
2024,18-May-24,"Stephanie, Ommar",,,1,13,13,Salvia lucophylla,Salvia leucophylla,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Salvia lucophylla,Salvia leucophylla,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,20,20,Salvia lucophylla,Salvia leucophylla,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Salvia lucophylla,Salvia leucophylla,,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,Sambucus nigra,Sambucus nigra,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Sanicula crassicaulis,Sanicula crassicaulis,sanicula crassicaulis - confirmed by Carla,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Solanum douglasii,Solanum douglasii,solanum douglasii,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,12,6,Solanum xanti,Solanum xanti,,,
2024,10-Apr-24,"Rob, Claire",DEG2,grass,2,13,7,Solanum xanti,Solanum xanti,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Solanum xanti,Solanum xanti,,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,Solanum xanti,Solanum xanti,,,
2024,4-May-24,"Stephanie, Ommar",,,1,8,8,Solanum xanti,Solanum xanti,,,
2024,5-May-24,"Albert, Stephanie",,,1,10,10,Solanum xanti,Solanum xanti,,,
2024,4/28/24,Kira pusch,,,2,16,16,Solanum xanti,Solanum xanti,,,
2024,28-Apr-24,Kira and Joanna,,,2,15,15,Solanum xanti,Solanum xanti,,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Solanum xanti,Solanum xanti,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Solanum xanti,Solanum xanti,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,20,20,Solanum xanti,Solanum xanti,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Solanum xanti,Solanum xanti,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Sonchus oleraceus,Sonchus oleraceus,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,9,3,Sonchus oleraceus,Sonchus oleraceus,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Sonchus oleraceus,Sonchus oleraceus,,,
2024,18-May-24,"Stephanie, Ommar",,,1,11,11,Sonchus oleraceus,Sonchus oleraceus,,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,7,1,Stephanomeria virgata,Stephanomeria virgata,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Stephanomeria virgata,Stephanomeria virgata,"I'm not sure if we found both STVI and MASA or if we were between the two, decided on MASA but Ommar wrote down both and I didn't double check our species list in the field.",,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Stephanomeria virgata,Stephanomeria virgata,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Stipa lepida STLE,Stipa lepida,stle,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Stipa lepida STLE,Stipa lepida,,,
2024,4-May-24,"Stephanie, Ommar",,,1,7,7,Stipa lepida STLE,Stipa lepida,,,
2024,4-May-24,"Stephanie, Ommar",,,1,8,8,Stipa lepida STLE,Stipa lepida,,,
2024,5-May-24,"Albert, Stephanie",,,1,9,9,Stipa lepida STLE,Stipa lepida,,,
2024,5-May-24,"Albert, Stephanie",,,1,10,10,Stipa lepida STLE,Stipa lepida,,,
2024,28-Apr-24,Kira and Joanna,,,2,17,17,Stipa lepida STLE,Stipa lepida,,,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Stipa lepida STLE,Stipa lepida,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Stipa lepida STLE,Stipa lepida,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Stipa lepida STLE,Stipa lepida,,,
2024,10-Apr-24,"Kit, Carla",DEG2,matrix,2,14,1,Thysanocarpus spp.,Thysanocarpus curvipes,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,19,19,Thysanocarpus spp.,Thysanocarpus curvipes,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,Toxicodendron pubescens,Toxicodendron pubescens,toxicodendron pubescencse,,
2024,10-Apr-24,"KIT, Carla",DEG2,grass,2,11,5,Trifolium spp.,Trifolium wildenovii,Trifolium wildenovii,,
2024,4/28/24,Kira pusch,,,2,16,16,Trifolium spp.,Trifolium spp.,,,
2024,25-May-24,"Stephanie, Sophia",,,INT5,1,1,unknown6 forb,unknown6 forb,unknown seedling (photo),,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,20,20,unknown7 forb,unknown7 forb,"unknown oval shaped leaf, red colored stem at the base. - NEED TO CHECK IF ANY PHOTOS OF THIS PLANT EXISTS - I couldn't find any photos of this plant - SML 8/27/2024",,
2024,19-May-24,"Stephanie, Sophia, Nick",,,1,14,14,Uropappus lindleyi,Uropappus lindleyi,,,
2024,1-Jun-24,"Stephanie, Wyatt, Ommar",,,2,21,21,Uropappus lindleyi,Uropappus lindleyi,,,
