site,transect,year,distance,vertical,species,species_code,lifeform,status,lifecycle,family,notes,hillslope,standtype
1,5,2019,10,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,11,1,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,11,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,11,3,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,11,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,12,1,Bromus rubens,BRRU dead,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,12,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,13,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,14,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,14,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,15,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,5,2019,15,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,15,ground,moss,moss,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,16,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,5,2019,16,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,16,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,16,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,17,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,17,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,17,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,18,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,18,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,18,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,19,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,19,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,19,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,19,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,20,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,20,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,21,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,21,2,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,21,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,21,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,22,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,22,2,Centaurea melitensis,ceme,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,5,2019,22,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,22,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,23,1,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,23,3,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,23,4,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,23,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,24,1,Stephanomeria virgata,stephano,forb,native,annual,Asteraceae,,ENH1,matrix
1,5,2019,24,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,24,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,24,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,25,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,25,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,25,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,26,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,26,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,26,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,27,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,27,2,Stephanomeria virgata,stepahno,forb,native,annual,Asteraceae,,ENH1,matrix
1,5,2019,27,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,27,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,28,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,28,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,28,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,29,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,29,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,29,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,30,2,Dipterostemon capitatus,dica,forb,native,perennial,Themidaceae,,ENH1,matrix
1,5,2019,30,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,30,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,31,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,31,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,31,ground,moss,moss,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,32,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,32,2,Centaurea melitensis,ceme,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,5,2019,32,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,32,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,33,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,33,2,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,33,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,33,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,34,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,34,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,34,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,35,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,35,ground,moss,moss,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,36,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,36,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,37,1,Elymus condensatus dead,dd elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,37,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,38,1,Elymus condensatus dead,dd elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,38,2,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,38,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,39,1,Claytonia perfoliata,Claytonia parviflora,forb,native,annual,Montiaceae,,ENH1,matrix
1,5,2019,39,2,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,39,ground,moss,moss,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,40,1,Stephanomeria virgata,stephano,forb,native,annual,Asteraceae,,ENH1,matrix
1,5,2019,40,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,40,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,5,2019,40,4,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,40,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,5,2019,41,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,5,2019,41,2,Elymus condensatus,elco,grass,native,perennial,Poaceae,,ENH1,matrix
1,5,2019,41,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,1,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,1,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,2,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,2,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,3,1,Erodium cicutarium,erci,forb,nonnative,annual,Geraniaceae,,ENH1,matrix
1,6,2019,3,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,4,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,4,2,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,4,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,5,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,5,2,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,5,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,6,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,6,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,7,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,7,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,7,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,7,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,8,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,8,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,8,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,9,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,9,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,9,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,10,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,10,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,10,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,ENH1,matrix
1,6,2019,10,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,10,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,11,1,Hirschfeldia incana,hiin,forb,nonnative,annual,Brassicaceae,,ENH1,matrix
1,6,2019,11,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,11,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,12,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,12,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,12,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,13,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,13,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,13,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,14,1,Solanum xanti,SOXA,forb,native,perennial,Solanacaeae,,ENH1,matrix
1,6,2019,14,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,14,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,15,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,15,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,15,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,16,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,16,2,Centaurea melitensis,ceme,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,16,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,16,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,17,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,17,2,Centaurea melitensis,dd CEME,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,17,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,17,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,18,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,18,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,18,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,18,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,19,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,19,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,19,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,20,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,20,2,Centaurea melitensis,ceme,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,20,3,Malacothamnus fasciculatus dead,d mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,20,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,21,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,21,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,21,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,21,4,Malacothamnus fasciculatus dead,MAFA dead,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,21,5,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,21,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,22,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,22,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,22,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,23,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,23,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,23,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,24,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,24,2,Malacothamnus fasciculatus dead,d mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,24,3,Marah macrocarpa,mama,forb,native,perennial,Cucurbitaceae,,ENH1,matrix
1,6,2019,24,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,25,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,25,2,Malacothamnus fasciculatus dead,d mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,25,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,25,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,26,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,26,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,26,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,26,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,27,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,27,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,27,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,27,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,28,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,28,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,28,3,Eriodictyon crassifolium,ERCR,shrub,native,perennial,Namaceae,,ENH1,matrix
1,6,2019,28,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,29,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,29,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,29,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,30,2,Centaurea melitensis,ceme,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,30,3,Malacothamnus fasciculatus dead,d mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,30,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,30,5,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,30,ground,litter,native_litter,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,31,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,31,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,31,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,32,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,32,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,33,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,33,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,33,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,34,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,34,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,34,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,35,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,35,2,Baccharis pilularis,BAPI,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,35,3,Centaurea melitensis,dd CEME,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,35,4,Baccharis pilularis,BAPI,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,35,5,Calochortus clavatus,Calochortus clavatus,forb,native,perennial,Liliaceae,,ENH1,matrix
1,6,2019,35,6,Malacothamnus fasciculatus dead,d mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,35,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,36,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,,ENH1,matrix
1,6,2019,36,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,36,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,36,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,37,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,37,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,38,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,ENH1,matrix
1,6,2019,38,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,38,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,39,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,39,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,40,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,ENH1,matrix
1,6,2019,40,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,40,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae,,ENH1,matrix
1,6,2019,40,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,6,2019,41,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,ENH1,matrix
1,6,2019,41,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,ENH1,matrix
1,6,2019,41,ground,bare_ground,bare_ground,ground,ground,ground,ground,,ENH1,matrix
1,7,2024,1,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,1,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,7,2024,1,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,1,4,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,1,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,2,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,2,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,2,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,2,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,3,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,3,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,4,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,4,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,5,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,5,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,6,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,6,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,7,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,7,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,8,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,8,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
1,7,2024,8,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,8,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
1,7,2024,9,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,7,2024,9,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,10,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,7,2024,10,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,10,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,11,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,11,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
1,7,2024,11,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,11,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,12,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,12,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,12,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,12,ground,litter,litter,litter,litter,litter,litter,,,
1,7,2024,13,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,,
1,7,2024,13,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
1,7,2024,13,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
1,7,2024,13,ground,litter,litter,litter,litter,litter,litter,,,
