year,stand,site,soilcore,depthcm,depthname,treatment,species,lifeform,status,status_native,status_nonnative,lifecycle,family,totalcount,NOTES,INT_unknownID,,
2019,enhanced,ENH2,7,0,surface,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,61,,,,
2019,enhanced,ENH2,8,4,deep,charate,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,3,,,,
2019,enhanced,ENH2,8,4,deep,control,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,1,,,,
2019,enhanced,ENH2,8,4,deep,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,2,,,,
2019,enhanced,ENH2,8,4,deep,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,1,,,,
2019,enhanced,ENH2,8,0,surface,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,4,oven_1,,,
2019,enhanced,ENH2,8,0,surface,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,3,oven_2,,,
2019,enhanced,ENH2,8,0,surface,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,1,oven+charate_1,,,
2019,enhanced,ENH2,8,0,surface,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,2,oven+charate_2,,,
2019,enhanced,ENH2,9,4,deep,charate,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,2,,,,
2019,enhanced,ENH2,9,4,deep,control,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,6,,,,
2019,enhanced,ENH2,9,4,deep,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,3,,,,
2019,enhanced,ENH2,9,4,deep,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,2,,,,
2019,enhanced,ENH2,9,0,surface,charate,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,44,,,,
2019,enhanced,ENH2,9,0,surface,control,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,96,,,,
2019,enhanced,ENH2,9,0,surface,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,69,,,,
2019,enhanced,ENH2,9,0,surface,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,39,,,,
2019,enhanced,ENH2,10,4,deep,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,1,,,,
2019,enhanced,ENH2,10,4,deep,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,3,,,,
2019,enhanced,ENH2,10,0,surface,charate,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,21,,,,
2019,enhanced,ENH2,10,0,surface,control,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,23,,,,
2019,enhanced,ENH2,10,0,surface,oven,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,40,,,,
2019,enhanced,ENH2,10,0,surface,ovenchar,Bromus madritensis,Grass,nonnative,,nonnative,Annual,Poaceae,51,,,,
2019,enhanced,ENH1,1,4,deep,ovenchar,Calochortus clavatus,herb,native,native,,Perennial,Liliaceae,1,,,,
2019,enhanced,ENH2,9,0,surface,oven,Calochortus clavatus,herb,native,native,,Perennial,Liliaceae,2,,,,
2017,degraded,DEG1,1,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2017,degraded,DEG1,2,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,2,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2017,degraded,DEG2,5,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,0,,,,
2019,enhanced,ENH1,1,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH1,1,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH1,1,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH1,1,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH1,2,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH1,2,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,4,,,,
2019,enhanced,ENH1,3,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH1,3,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,3,,,,
2019,enhanced,ENH1,3,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,5,,,,
2019,enhanced,ENH1,3,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,4,,,,
2019,enhanced,ENH1,3,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,3,,,,
2019,enhanced,ENH1,4,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,3,,,,
2019,enhanced,ENH1,4,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH1,4,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH2,5,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,5,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH1,5,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH1,5,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,4,,,,
2019,enhanced,ENH2,5,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,6,,,,
2019,enhanced,ENH2,5,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,5,,,,
2019,enhanced,ENH2,6,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,7,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,7,4,deep,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,7,,,,
2019,enhanced,ENH2,7,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,7,4,deep,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,7,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,7,,,,
2019,enhanced,ENH2,7,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,9,,,,
2019,enhanced,ENH2,7,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,7,,,,
2019,enhanced,ENH2,7,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH2,8,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,oven_1,,,
2019,enhanced,ENH2,8,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,oven_2,,,
2019,enhanced,ENH2,9,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,7,,,,
2019,enhanced,ENH2,9,0,surface,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,3,,,,
2019,enhanced,ENH2,9,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH2,9,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH2,9,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,10,4,deep,charate,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,10,4,deep,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,1,,,,
2019,enhanced,ENH2,10,0,surface,control,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH2,10,0,surface,oven,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,2,,,,
2019,enhanced,ENH2,10,0,surface,ovenchar,Centaurea melitensis,herb,nonnative,,nonnative,Annual,Asteraceae,3,,,,
2017,degraded,DEG1,1,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,1,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,1,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,2,,,,
2017,degraded,DEG1,1,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,1,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,2,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,2,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,3,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,3,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,3,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,3,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,3,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,1,,,,
2017,degraded,DEG1,4,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,4,deep,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,4,deep,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,4,deep,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,4,deep,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,0,surface,charate,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,0,surface,control,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,0,surface,oven,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG2,7,0,surface,ovenchar,Croton setiger,herb,native,native,,annual,Euphorbiaceae  ,0,,,,
2017,degraded,DEG1,1,4,deep,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,4,deep,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,4,deep,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,4,deep,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,1,0,surface,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,4,deep,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,2,0,surface,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,4,deep,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,4,deep,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,4,deep,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,4,deep,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,3,0,surface,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,4,deep,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG1,4,0,surface,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,4,deep,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,5,0,surface,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,4,deep,ovenchar,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,charate,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,control,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
2017,degraded,DEG2,6,0,surface,oven,Cryptantha spp.,herb,native,native,,annual,Boraginaceae  ,0,,,,
