standtype,site,rep,distance,vertical,species,code,lifeform,status,lifecycle,Family
degraded,DEG1,2,29,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,29,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,30,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,30,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,30,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,31,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,2,31,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,32,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,2,32,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,32,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,32,4,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,32,5,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,33,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,2,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,34,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,34,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,34,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,34,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,35,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,35,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG1,2,36,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,36,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,36,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,36,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,37,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG1,2,37,2,Hirschfeldia incana,HIIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,37,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,37,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,37,5,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,37,6,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,2,37,ground,n/a,native_litter,ground,ground,ground,ground
degraded,DEG1,2,38,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,38,2,Lupinus spp.,Lupin spp. ,herb,native,annual,Fabaceae
degraded,DEG1,2,38,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,38,4,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,39,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,39,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,39,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,39,4,Avena barbata,avena,grass,nonnative,annual,Poaceae
degraded,DEG1,2,39,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG1,2,40,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,40,2,Lupinus spp.,Lupin spp. ,herb,native,annual,Fabaceae
degraded,DEG1,2,40,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,2,41,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,2,41,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,2,41,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,2,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,1,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,1,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,1,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,1,4,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,1,5,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,1,6,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,2,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,3,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,4,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,5,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,6,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,6,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,6,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,7,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,7,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,8,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,8,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,8,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,9,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,10,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,10,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,10,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,11,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,11,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,11,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,12,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,13,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,13,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,13,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,14,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,14,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,14,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
degraded,DEG1,3,14,4,Avena barbata,avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,14,5,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
degraded,DEG1,3,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,15,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
degraded,DEG1,3,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,16,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,16,2,,dd MAFA,shrub,native,perennial,Malvaceae
degraded,DEG1,3,16,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,16,4,,MAFA dead,shrub,native,perennial,Malvaceae
degraded,DEG1,3,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,17,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,17,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,17,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,18,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,18,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,18,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,19,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,19,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,19,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG1,3,20,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,20,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,20,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG1,3,21,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,21,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,21,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,21,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG1,3,22,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,22,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG1,3,22,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,23,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,24,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,25,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,25,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,25,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG1,3,26,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,26,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,3,26,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,27,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,27,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,3,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,28,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,28,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,28,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,3,28,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,29,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,29,2,,dd SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,3,29,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,29,4,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,29,5,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,29,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,30,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,30,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,31,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,31,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,31,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG1,3,31,4,Avena barbata,avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,32,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,33,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,34,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,34,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,34,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG1,3,34,4,Avena barbata,avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,35,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,35,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,36,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG1,3,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,37,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,37,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,38,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,38,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG1,3,38,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,39,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG1,3,39,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,40,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,40,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG1,3,40,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG1,3,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG1,3,41,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG1,3,41,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,4,1,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,4,1,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,1,3,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,1,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,4,2,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,2,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,4,3,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,3,2,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,4,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,4,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,4,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,4,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,5,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,6,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,6,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,7,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,7,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,7,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,7,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,7,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,7,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,8,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,8,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,9,1,,dd BRDI,grass,nonnative,annual,Poaceae
degraded,DEG2,4,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,10,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,10,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,11,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,11,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,11,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,12,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,12,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,13,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,14,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,15,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,15,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,16,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,16,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,16,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,16,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,17,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,17,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,17,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,18,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,18,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,18,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,18,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,19,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,19,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,4,19,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,19,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,20,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,20,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,20,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,20,4,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,20,5,,dd HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,20,6,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,20,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,21,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,21,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,21,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,21,4,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,4,21,5,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,21,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,22,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,4,22,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,22,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,22,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,4,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,23,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,23,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,23,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,4,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,24,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,4,24,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,24,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,4,24,ground,n/a,native_litter,ground,ground,ground,ground
degraded,DEG2,4,25,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,25,3,deadAVBA,AVBA dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,25,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,25,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,4,26,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,26,2,,dd MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,4,26,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,26,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,27,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,28,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,28,2,,dd MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,4,28,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,28,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,29,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,29,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,30,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,30,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,31,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,31,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,31,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,31,4,,dd HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,31,5,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,32,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,32,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,32,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,32,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,33,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,33,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,34,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,34,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,34,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
degraded,DEG2,4,34,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,35,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,35,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,36,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,36,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
