date,name,year,site,transect,distance,vertical,species,species_code,max_height_cm,Notes,standtype,hillslope,coordinates_x,coordinates_y
10-Apr-24,"kit, carla",2024,2,10,11,3,Avena barbata,avba,32,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,11,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,11,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,11,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,11,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,11,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,2,Avena barbata,avba,98,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,12,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,2,Avena barbata,avba,122,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,13,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,2,Malacothamnus fasciculatus ,mafa,160,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,14,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,2,Malacothamnus fasciculatus ,mafa,135,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,15,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,2,Malacothamnus fasciculatus ,mafa,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,3,HIIN Hirschfeldia incana - long pods,hiin,138,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,16,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,1,dead MAFA,dead mafa,132,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,17,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,1,dead MAFA,dead mafa,75,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,18,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,1,dead MAFA,dead mafa,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,2,Salvia lucophylla,sale,96,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,19,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,1,dead MAFA,dead mafa,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,2,Salvia lucophylla,sale,100,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,20,ground,litter,litter,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,1,dead MAFA,dead mafa,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,2,Calystegia macrostegia,calmac,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,3,Salvia lucophylla,sale,148,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,21,ground,litter,litter,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,1,Calystegia macrostegia,calmac,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,2,Salvia lucophylla,sale,103,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,22,ground,litter,litter,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,1,Calystegia macrostegia,calmac,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,2,Salvia lucophylla,sale,130,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,23,ground,litter,litter,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,1,Salvia lucophylla,sale,140,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,24,ground,litter,litter,,sale litter,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,1,Salvia lucophylla,sale,150,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,25,ground,litter,litter,,sale litter,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,1,Salvia lucophylla,sale,120,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,26,ground,litter,litter,,sale litter,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,2,Salvia lucophylla,sale,113,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,27,ground,litter,litter ,,sale litter,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,2,Salvia lucophylla,sale,80,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,28,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,2,Avena barbata,avba,125,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,29,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,2,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,3,Avena barbata,avba,95,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,30,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,2,Avena barbata,avba,122,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,31,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,1,dead MAFA,dead mafa,115,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,32,ground,thatch,thatch ,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,2,Salvia lucophylla,sale,198,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,33,ground,thatch,thatch ,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,1,Salvia lucophylla,sale,80,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,34,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,1,Salvia lucophylla,sale,140,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,35,ground,thatch,thatch ,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,1,Avena barbata,avba,143,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,36,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,2,Avena barbata,avba,112,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,37,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,1,HIIN Hirschfeldia incana - long pods,hiin,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,2,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,3,Avena barbata,avba,92,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,38,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,1,HIIN Hirschfeldia incana - long pods,hiin,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,2,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,3,Bromus diandrus BRDI,brdi,70,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,39,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,1,HIIN Hirschfeldia incana - long pods,hiin,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,2,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,3,Avena barbata,avba,82,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,40,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,1,HIIN Hirschfeldia incana - long pods,hiin,93,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,2,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,3,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,4,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,5,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,6,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,7,,,,,degraded,DEG2,,
10-Apr-24,"kit, carla",2024,2,10,41,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,2,HIIN Hirschfeldia incana - long pods,hiin,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,3,Bromus diandrus BRDI,brdi,91,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,4,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,1,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,2,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,3,HIIN Hirschfeldia incana - long pods,hiin,148,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,4,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,2,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,2,HIIN Hirschfeldia incana - long pods,hiin,130,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,3,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,4,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,3,ground,BG bare ground,bare ground,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,2,HIIN Hirschfeldia incana - long pods,hiin,136,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,3,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,4,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,4,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,2,HIIN Hirschfeldia incana - long pods,hiin,135,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,3,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,4,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,5,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,1,Bromus rubens BRRU,brru,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,2,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,3,HIIN Hirschfeldia incana - long pods,hiin,100,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,4,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,6,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,1,Phacelia hubbyi,phhu,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,2,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,3,Avena barbata,avba,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,4,HIIN Hirschfeldia incana - long pods,hiin,102,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,5,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,6,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,7,,,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,7,ground,thatch,thatch,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,8,1,Bromus diandrus BRDI,brdi,,,degraded,DEG2,,
10-Apr-24,"KIT, Carla",2024,2,11,8,2,HIIN Hirschfeldia incana - long pods,hiin,110,,degraded,DEG2,,
