"","standtype","rep","site","status","lifeform","family","species","lifespan","site_rep","site_rep_species"
"206","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"207","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"208","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"209","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"210","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"211","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"212","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"213","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"214","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"215","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"216","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"217","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"218","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"219","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"220","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"221","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"222","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"223","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"224","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"225","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"226","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"227","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"228","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"229","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"230","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"231","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"232","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"233","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"234","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"235","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"236","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"237","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"238","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"239","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"240","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"241","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"242","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"243","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"244","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"245","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"246","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"247","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"248","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"249","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"250","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"251","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"252","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"253","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"254","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"255","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"256","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"257","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"258","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"259","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"260","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"261","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"262","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"263","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"264","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"265","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"266","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"267","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"268","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"269","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"270","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"271","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"272","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"273","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"274","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"275","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"276","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"277","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"278","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"279","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"280","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"281","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"282","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"283","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"284","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"285","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"286","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"287","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"288","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"289","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"290","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"291","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"292","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"293","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"294","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"295","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"296","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"297","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"298","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"299","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"300","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"301","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"302","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"303","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"304","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"305","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"306","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"307","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"308","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"309","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"310","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"311","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"312","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"313","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"314","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"315","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"316","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"317","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"318","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"319","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"320","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"321","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"322","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"323","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"324","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"325","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"326","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"327","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"328","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"329","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"330","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"331","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"332","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"333","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"334","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"335","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"336","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"337","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"338","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"339","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"340","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"341","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"342","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"343","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"344","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"345","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"346","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"347","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"348","degraded",1,"DEG1","native","herb","Themidaceae","Dipterostemon capitatus","perennial","DEG1_1","DEG1_1_Dipterostemon capitatus"
"349","degraded",2,"DEG1","native","herb","Themidaceae","Dipterostemon capitatus","perennial","DEG1_2","DEG1_2_Dipterostemon capitatus"
"350","degraded",3,"DEG1","native","herb","Themidaceae","Dipterostemon capitatus","perennial","DEG1_3","DEG1_3_Dipterostemon capitatus"
"351","degraded",4,"DEG2","native","herb","Themidaceae","Dipterostemon capitatus","perennial","DEG2_4","DEG2_4_Dipterostemon capitatus"
"352","degraded",5,"DEG2","native","herb","Themidaceae","Dipterostemon capitatus","perennial","DEG2_5","DEG2_5_Dipterostemon capitatus"
"353","matrix",1,"ENH1","native","herb","Themidaceae","Dipterostemon capitatus","perennial","ENH1_1","ENH1_1_Dipterostemon capitatus"
"354","matrix",2,"ENH1","native","herb","Themidaceae","Dipterostemon capitatus","perennial","ENH1_2","ENH1_2_Dipterostemon capitatus"
"355","matrix",3,"ENH1","native","herb","Themidaceae","Dipterostemon capitatus","perennial","ENH1_3","ENH1_3_Dipterostemon capitatus"
"356","matrix",2,"ENH1","native","grass","Poaceae","Elymus condensatus","perennial","ENH1_2","ENH1_2_Elymus condensatus"
"357","intact",2,"Intact2","native","grass","Poaceae","Elymus condensatus","perennial","Intact2_2","Intact2_2_Elymus condensatus"
"358","degraded",1,"DEG1","non-native","herb","Geraniaceae","Erodium spp","annual","DEG1_1","DEG1_1_Erodium spp"
"359","matrix",2,"ENH1","non-native","herb","Geraniaceae","Erodium spp","annual","ENH1_2","ENH1_2_Erodium spp"
"360","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"361","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"362","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"363","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"364","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"365","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"366","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"367","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"368","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"369","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"370","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"371","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"372","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"373","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"374","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"375","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"376","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"377","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"378","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"379","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"380","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"381","intact",2,"Intact2","non-native","herb","Geraniaceae","Erodium spp.","annual","Intact2_2","Intact2_2_Erodium spp."
"382","intact",1,"Intact1","native","herb","Montiaceae","Claytonia perfoliata","annual","Intact1_1","Intact1_1_Claytonia perfoliata"
"383","intact",2,"Intact2","native","herb","Hydrophyllaceae","Eucrypta chrysanthemifolia","annual","Intact2_2","Intact2_2_Eucrypta chrysanthemifolia"
"384","intact",1,"Intact1","native","herb","Hydrophyllaceae","Eucrypta chrysanthemifolia","annual","Intact1_1","Intact1_1_Eucrypta chrysanthemifolia"
"385","intact",1,"Intact1","native","herb","Rubiaceae","Galium porrigens","perennial","Intact1_1","Intact1_1_Galium porrigens"
"386","intact",2,"Intact2","native","herb","Rubiaceae","Galium porrigens","perennial","Intact2_2","Intact2_2_Galium porrigens"
"387","intact",3,"Intact3","native","herb","Hydrophyllaceae","Eucrypta chrysanthemifolia","annual","Intact3_3","Intact3_3_Eucrypta chrysanthemifolia"
"388","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"389","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"390","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"391","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
"392","matrix",3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial","ENH1_3","ENH1_3_Malacothamnus fasciculatus"
