"","standtype","site","rep","species","lifeform","status","lifecycle","family","site_rep","site_rep_species","count_per_transect","percentcover_native","native_fern","native_forb","native_grass","native_shrub","nonnative_fern","nonnative_forb","nonnative_grass","nonnative_shrub","percentcover_nonnative"
"287","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"288","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"289","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"290","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"291","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"292","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"293","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"294","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"295","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"296","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"297","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"298","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"299","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"300","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"301","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"302","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"303","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"304","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"305","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"306","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"307","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"308","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"309","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"310","degraded","DEG1",3,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG1_3","DEG1_3_Artemisia californica",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"311","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"312","degraded","DEG1",3,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG1_3","DEG1_3_Artemisia californica",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"313","degraded","DEG1",3,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG1_3","DEG1_3_Artemisia californica",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"314","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"315","degraded","DEG1",3,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG1_3","DEG1_3_Malacothamnus fasciculatus dead",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"316","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"317","degraded","DEG1",3,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG1_3","DEG1_3_Malacothamnus fasciculatus dead",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"318","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"319","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"320","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"321","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"322","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"323","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"324","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"325","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"326","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"327","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"328","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"329","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"330","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"331","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"332","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"333","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"334","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"335","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"336","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"337","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"338","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"339","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"340","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"341","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"342","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"343","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"344","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"345","degraded","DEG1",3,"Salvia leucophylla dead","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla dead",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"346","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"347","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"348","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"349","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"350","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"351","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"352","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"353","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"354","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"355","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"356","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"357","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"358","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"359","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"360","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"361","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"362","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"363","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"364","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"365","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"366","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"367","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"368","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"369","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"370","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"371","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"372","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"373","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"374","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"375","degraded","DEG2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_4","DEG2_4_Erodium spp.",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"376","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"377","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"378","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"379","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"380","degraded","DEG2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_4","DEG2_4_Erodium spp.",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"381","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"382","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"383","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"384","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"385","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"386","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"387","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"388","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"389","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"390","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"391","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"392","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"393","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"394","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"395","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus diandrus",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"396","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"397","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"398","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"399","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"400","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"401","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"402","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"403","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"404","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"405","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"406","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"407","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"408","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"409","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"410","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"411","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"412","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"413","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"414","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
"415","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata",11,0.268292682926829,0,0,0,0.268292683,0,0.341463415,0.975609756,0,1
