standtype,site,rep,species,lifeform,status,lifecycle,family,site_rep
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Avena barbata,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Avena barbata,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH1,3,Baccharis pilularis,shrub,native,perennial,Asteraceae,ENH1_3
matrix,ENH1,3,Baccharis pilularis,shrub,native,perennial,Asteraceae,ENH1_3
degraded,DEG1,2,Baccharis pilularis,shrub,native,perennial,Asteraceae,DEG1_2
matrix,ENH1,3,Baccharis pilularis,shrub,native,perennial,Asteraceae,ENH1_3
degraded,DEG1,3,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,DEG2_6
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,Intact_1_1
matrix,ENH1,2,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus diandrus,grass,nonnative,annual,Poaceae,ENH2_6
intact,Intact_3,3,Bromus hordeaceus,grass,nonnative,annual,Poaceae,Intact_3_3
intact,Intact_3,3,Bromus hordeaceus,grass,nonnative,annual,Poaceae,Intact_3_3
intact,Intact_3,3,Bromus hordeaceus,grass,nonnative,annual,Poaceae,Intact_3_3
intact,Intact_3,3,Bromus hordeaceus,grass,nonnative,annual,Poaceae,Intact_3_3
intact,Intact_3,3,Bromus hordeaceus,grass,nonnative,annual,Poaceae,Intact_3_3
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,5,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus hordeaceus,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,4,Bromus madritensis,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus madritensis,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus madritensis,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,4,Bromus madritensis,grass,nonnative,annual,Poaceae,ENH2_4
matrix,ENH2,6,Bromus madritensis,grass,nonnative,annual,Poaceae,ENH2_6
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,1,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_1
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,2,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_2
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG1,3,Bromus rubens,grass,nonnative,annual,Poaceae,DEG1_3
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,4,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_4
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,5,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_5
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
