"","standtype","site","rep","species","lifeform","status","lifecycle","family","site_rep","site_rep_species"
"212","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"213","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"214","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"215","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"216","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"217","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"218","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"219","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"220","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"221","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"222","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"223","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"224","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"225","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"226","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"227","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"228","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"229","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"230","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"231","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"232","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"233","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"234","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"235","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"236","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"237","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"238","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"239","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"240","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"241","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"242","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"243","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"244","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"245","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"246","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"247","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"248","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"249","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"250","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"251","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"252","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"253","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"254","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"255","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"256","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"257","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"258","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"259","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"260","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"261","degraded","DEG1",2,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG1_2","DEG1_2_Erodium spp."
"262","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"263","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"264","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"265","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"266","degraded","DEG1",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_2","DEG1_2_Salvia leucophylla"
"267","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"268","degraded","DEG1",2,"Lupinus spp.","herb","native","annual","Fabaceae","DEG1_2","DEG1_2_Lupinus spp."
"269","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"270","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"271","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"272","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"273","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"274","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"275","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"276","degraded","DEG1",2,"Lupinus spp.","herb","native","annual","Fabaceae","DEG1_2","DEG1_2_Lupinus spp."
"277","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"278","degraded","DEG1",2,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_2","DEG1_2_Hirschfeldia incana"
"279","degraded","DEG1",2,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Bromus rubens"
"280","degraded","DEG1",2,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_2","DEG1_2_Avena barbata"
"281","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"282","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"283","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"284","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"285","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"286","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"287","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"288","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"289","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"290","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"291","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"292","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"293","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"294","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"295","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"296","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"297","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"298","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"299","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"300","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"301","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"302","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"303","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"304","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"305","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"306","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"307","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"308","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"309","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"310","degraded","DEG1",3,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG1_3","DEG1_3_Artemisia californica"
"311","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"312","degraded","DEG1",3,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG1_3","DEG1_3_Artemisia californica"
"313","degraded","DEG1",3,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG1_3","DEG1_3_Artemisia californica"
"314","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"315","degraded","DEG1",3,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG1_3","DEG1_3_Malacothamnus fasciculatus dead"
"316","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"317","degraded","DEG1",3,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG1_3","DEG1_3_Malacothamnus fasciculatus dead"
"318","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"319","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"320","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"321","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"322","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"323","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"324","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"325","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"326","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"327","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"328","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"329","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"330","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"331","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG1_3","DEG1_3_Hirschfeldia incana"
"332","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"333","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"334","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"335","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"336","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"337","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"338","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla"
"339","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"340","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla"
"341","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"342","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"343","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla"
"344","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"345","degraded","DEG1",3,"Salvia leucophylla dead","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla dead"
"346","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"347","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"348","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"349","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"350","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"351","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"352","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"353","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus"
"354","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"355","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"356","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"357","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"358","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"359","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus"
"360","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"361","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"362","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"363","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus"
"364","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"365","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"366","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"367","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus diandrus"
"368","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"369","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"370","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"371","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"372","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Avena barbata"
"373","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_Salvia leucophylla"
"374","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_Bromus rubens"
"375","degraded","DEG2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_4","DEG2_4_Erodium spp."
"376","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"377","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"378","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"379","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"380","degraded","DEG2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_4","DEG2_4_Erodium spp."
"381","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"382","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"383","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"384","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"385","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"386","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"387","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"388","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"389","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"390","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"391","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"392","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"393","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"394","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"395","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus diandrus"
"396","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"397","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"398","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"399","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"400","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"401","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"402","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"403","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"404","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"405","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"406","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"407","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"408","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"409","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"410","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"411","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"412","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"413","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"414","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"415","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"416","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"417","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"418","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"419","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"420","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"421","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"422","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"423","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"424","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"425","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"426","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"427","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
