year,stand,site,soilcore,depth_cm,depth_name,treatment,rep,species_diversity,genus_abundance,lifeform,status,lifescycle,family,count,NOTES
2017,degraded,DEG1,4,0,surface,oven,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,0,surface,oven,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,1,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,8,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,1,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,3,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,0,surface,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,0,surface,ovenchar,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,1,
2017,degraded,DEG1,4,4,deep,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,charate,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG1,4,4,deep,charate,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,1,
2017,degraded,DEG1,4,4,deep,charate,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,charate,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,1,
2017,degraded,DEG1,4,4,deep,control,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,3,
2017,degraded,DEG1,4,4,deep,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,control,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG1,4,4,deep,control,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,control,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,2,
2017,degraded,DEG1,4,4,deep,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,oven,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,4,
2017,degraded,DEG1,4,4,deep,oven,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,oven,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,1,
2017,degraded,DEG1,4,4,deep,oven,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,2,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,2,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,5,
2017,degraded,DEG2,5,0,surface,charate,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,charate,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,1,
2017,degraded,DEG2,5,0,surface,charate,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,3,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,charate,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,2,
2017,degraded,DEG2,5,0,surface,control,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,2,
2017,degraded,DEG2,5,0,surface,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,control,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,2,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,control,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,control,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,1,
2017,degraded,DEG2,5,0,surface,control,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,8,
2017,degraded,DEG2,5,0,surface,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,oven,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,5,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,oven,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,1,
2017,degraded,DEG2,5,0,surface,oven,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,6,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,3,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,6,
2017,degraded,DEG2,5,4,deep,charate,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,4,deep,charate,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,5,4,deep,charate,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,5,4,deep,charate,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,4,deep,charate,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,control,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,9,
2017,degraded,DEG2,5,4,deep,control,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,control,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,control,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,control,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
