year,stand,site,soilcore,depth_cm,depth_name,treatment,species_diversity,genus_abundance,lifeform,status,status_native,status_nonnative,lifescycle,family,count,NOTES
2017,degraded,DEG1,4,4,deep,control,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,control,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,oven,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,ovenchar,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG1,4,4,deep,charate,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,control,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,1,
2017,degraded,DEG1,4,4,deep,control,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,3,
2017,degraded,DEG1,4,4,deep,oven,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,2,
2017,degraded,DEG1,4,4,deep,ovenchar,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,control,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,oven,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG1,4,4,deep,charate,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,control,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,control,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG1,4,4,deep,control,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG1,4,4,deep,oven,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,4,
2017,degraded,DEG1,4,4,deep,ovenchar,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,2,
2017,degraded,DEG1,4,4,deep,charate,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,4,deep,control,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,2,
2017,degraded,DEG1,4,4,deep,charate,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,control,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,control,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,1,
2017,degraded,DEG1,4,4,deep,control,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,control,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,4,deep,control,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,1,
2017,degraded,DEG1,4,4,deep,ovenchar,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG1,4,4,deep,charate,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,control,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,oven,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG1,4,4,deep,charate,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,1,
2017,degraded,DEG1,4,4,deep,control,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,oven,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG1,4,4,deep,ovenchar,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,5,
2017,degraded,DEG2,5,0,surface,control,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,2,
2017,degraded,DEG2,5,0,surface,oven,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,8,
2017,degraded,DEG2,5,0,surface,ovenchar,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,6,
2017,degraded,DEG2,5,0,surface,charate,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,control,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,3,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,control,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,2,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,oven,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,5,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,ovenchar,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,3,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,0,surface,charate,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,control,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,control,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,2,
2017,degraded,DEG2,5,0,surface,oven,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,control,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,oven,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,0,surface,charate,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,control,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,control,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,oven,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,control,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,control,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,control,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,1,
2017,degraded,DEG2,5,0,surface,control,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Fragaria vesca,Fragaria vesca,forb,native,native,,perennial,Rosaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,control,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Galium porrigens,Galium porrigens,forb,native,native,,perennial,Rubiaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG2,5,0,surface,control,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,1,
2017,degraded,DEG2,5,0,surface,ovenchar,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,native,,perennial,Malvaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,control,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,5,0,surface,charate,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,control,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,1,
2017,degraded,DEG2,5,0,surface,oven,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,0,surface,charate,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,control,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,oven,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG2,5,0,surface,ovenchar,Trifolium gracelentum,Trifolium spp.,forb,native,native,,annual,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,charate,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,6,
2017,degraded,DEG2,5,4,deep,control,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,9,
2017,degraded,DEG2,5,4,deep,oven,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,14,
2017,degraded,DEG2,5,4,deep,ovenchar,Acmispon maritimus,Acmispon spp.,forb,native,native,,annual,Fabaceae,10,
2017,degraded,DEG2,5,4,deep,charate,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,control,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,oven,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Artemisia californica,Artemisia californica,shrub,native,native,,perennial,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,control,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Astragalus trichopodus,Astragalus trichopodus,forb,native,native,,perennial,Fabaceae,0,
2017,degraded,DEG2,5,4,deep,charate,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,4,deep,control,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,4,deep,oven,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,4,deep,ovenchar,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,5,4,deep,charate,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,control,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Bromus diandrus,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,charate,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,control,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Bromus madritensis,Bromus spp.,grass,nonnative,,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,5,4,deep,charate,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,control,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,oven,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Centaurea melitensis,Centaurea melitensis,forb,nonnative,,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,4,deep,control,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,4,deep,oven,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Croton setiger,Croton setiger,forb,native,native,,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,5,4,deep,charate,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,4,deep,control,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Cryptantha spp.,Cryptantha spp.,forb,native,native,,annual,Boraginaceae,0,
2017,degraded,DEG2,5,4,deep,charate,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,4,deep,control,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,native,,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,5,4,deep,charate,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,control,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,oven,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,ovenchar,Erigeron canadensis,Erigeron canadensis,forb,native,native,,annual,Asteraceae,0,
2017,degraded,DEG2,5,4,deep,charate,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,5,4,deep,control,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,2,
2017,degraded,DEG2,5,4,deep,ovenchar,Erodium cicutarium,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,5,4,deep,charate,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,5,4,deep,control,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,5,4,deep,oven,Erodium moschatum,Erodium spp.,forb,nonnative,,nonnative,annual,Geraniaceae,0,
