"","stand","site","soilcore","depth_name","treatment","rep","species_diversity","genus_abundance","lifeform","status","lifescycle","family","count","stand_core","stand_core_depth","stand_core_depth_treat"
"615","degraded","DEG1",4,"deep","oven",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_oven"
"616","degraded","DEG1",4,"deep","oven",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_oven"
"617","degraded","DEG1",4,"deep","oven",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_oven"
"618","degraded","DEG1",4,"deep","oven",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"DEG1_4","DEG1_4_deep","DEG1_4_deep_oven"
"619","degraded","DEG1",4,"deep","oven",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_oven"
"620","degraded","DEG1",4,"deep","oven",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_oven"
"621","degraded","DEG1",4,"deep","ovenchar",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"622","degraded","DEG1",4,"deep","ovenchar",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"623","degraded","DEG1",4,"deep","ovenchar",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"624","degraded","DEG1",4,"deep","ovenchar",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"625","degraded","DEG1",4,"deep","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"626","degraded","DEG1",4,"deep","ovenchar",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"627","degraded","DEG1",4,"deep","ovenchar",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"628","degraded","DEG1",4,"deep","ovenchar",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"629","degraded","DEG1",4,"deep","ovenchar",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"630","degraded","DEG1",4,"deep","ovenchar",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"631","degraded","DEG1",4,"deep","ovenchar",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",2,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"632","degraded","DEG1",4,"deep","ovenchar",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",2,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"633","degraded","DEG1",4,"deep","ovenchar",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"634","degraded","DEG1",4,"deep","ovenchar",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"635","degraded","DEG1",4,"deep","ovenchar",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"636","degraded","DEG1",4,"deep","ovenchar",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"637","degraded","DEG1",4,"deep","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"638","degraded","DEG1",4,"deep","ovenchar",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"639","degraded","DEG1",4,"deep","ovenchar",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"640","degraded","DEG1",4,"deep","ovenchar",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG1_4","DEG1_4_deep","DEG1_4_deep_ovenchar"
"641","degraded","DEG2",5,"surface","charate",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",5,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"642","degraded","DEG2",5,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"643","degraded","DEG2",5,"surface","charate",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"644","degraded","DEG2",5,"surface","charate",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"645","degraded","DEG2",5,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"646","degraded","DEG2",5,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"647","degraded","DEG2",5,"surface","charate",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"648","degraded","DEG2",5,"surface","charate",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"649","degraded","DEG2",5,"surface","charate",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"650","degraded","DEG2",5,"surface","charate",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"651","degraded","DEG2",5,"surface","charate",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"652","degraded","DEG2",5,"surface","charate",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"653","degraded","DEG2",5,"surface","charate",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"654","degraded","DEG2",5,"surface","charate",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",1,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"655","degraded","DEG2",5,"surface","charate",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"656","degraded","DEG2",5,"surface","charate",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",3,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"657","degraded","DEG2",5,"surface","charate",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"658","degraded","DEG2",5,"surface","charate",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"659","degraded","DEG2",5,"surface","charate",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"660","degraded","DEG2",5,"surface","charate",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_charate"
"661","degraded","DEG2",5,"surface","control",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",2,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"662","degraded","DEG2",5,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"663","degraded","DEG2",5,"surface","control",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"664","degraded","DEG2",5,"surface","control",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"665","degraded","DEG2",5,"surface","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",2,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"666","degraded","DEG2",5,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"667","degraded","DEG2",5,"surface","control",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"668","degraded","DEG2",5,"surface","control",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"669","degraded","DEG2",5,"surface","control",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"670","degraded","DEG2",5,"surface","control",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"671","degraded","DEG2",5,"surface","control",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"672","degraded","DEG2",5,"surface","control",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"673","degraded","DEG2",5,"surface","control",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"674","degraded","DEG2",5,"surface","control",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"675","degraded","DEG2",5,"surface","control",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"676","degraded","DEG2",5,"surface","control",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",2,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"677","degraded","DEG2",5,"surface","control",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"678","degraded","DEG2",5,"surface","control",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"679","degraded","DEG2",5,"surface","control",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",1,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"680","degraded","DEG2",5,"surface","control",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_control"
"681","degraded","DEG2",5,"surface","oven",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",8,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"682","degraded","DEG2",5,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"683","degraded","DEG2",5,"surface","oven",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"684","degraded","DEG2",5,"surface","oven",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"685","degraded","DEG2",5,"surface","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"686","degraded","DEG2",5,"surface","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"687","degraded","DEG2",5,"surface","oven",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"688","degraded","DEG2",5,"surface","oven",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"689","degraded","DEG2",5,"surface","oven",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"690","degraded","DEG2",5,"surface","oven",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"691","degraded","DEG2",5,"surface","oven",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"692","degraded","DEG2",5,"surface","oven",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"693","degraded","DEG2",5,"surface","oven",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"694","degraded","DEG2",5,"surface","oven",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"695","degraded","DEG2",5,"surface","oven",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"696","degraded","DEG2",5,"surface","oven",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",5,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"697","degraded","DEG2",5,"surface","oven",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",1,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"698","degraded","DEG2",5,"surface","oven",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"699","degraded","DEG2",5,"surface","oven",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"700","degraded","DEG2",5,"surface","oven",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_oven"
"701","degraded","DEG2",5,"surface","ovenchar",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",6,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"702","degraded","DEG2",5,"surface","ovenchar",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"703","degraded","DEG2",5,"surface","ovenchar",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"704","degraded","DEG2",5,"surface","ovenchar",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"705","degraded","DEG2",5,"surface","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"706","degraded","DEG2",5,"surface","ovenchar",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"707","degraded","DEG2",5,"surface","ovenchar",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"708","degraded","DEG2",5,"surface","ovenchar",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"709","degraded","DEG2",5,"surface","ovenchar",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"710","degraded","DEG2",5,"surface","ovenchar",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"711","degraded","DEG2",5,"surface","ovenchar",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"712","degraded","DEG2",5,"surface","ovenchar",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"713","degraded","DEG2",5,"surface","ovenchar",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"714","degraded","DEG2",5,"surface","ovenchar",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"715","degraded","DEG2",5,"surface","ovenchar",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"716","degraded","DEG2",5,"surface","ovenchar",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",3,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"717","degraded","DEG2",5,"surface","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"718","degraded","DEG2",5,"surface","ovenchar",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"719","degraded","DEG2",5,"surface","ovenchar",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"720","degraded","DEG2",5,"surface","ovenchar",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG2_5","DEG2_5_surface","DEG2_5_surface_ovenchar"
"721","degraded","DEG2",5,"deep","charate",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",6,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"722","degraded","DEG2",5,"deep","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"723","degraded","DEG2",5,"deep","charate",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"724","degraded","DEG2",5,"deep","charate",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"725","degraded","DEG2",5,"deep","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"726","degraded","DEG2",5,"deep","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"727","degraded","DEG2",5,"deep","charate",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"728","degraded","DEG2",5,"deep","charate",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"729","degraded","DEG2",5,"deep","charate",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"730","degraded","DEG2",5,"deep","charate",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"731","degraded","DEG2",5,"deep","charate",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",1,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"732","degraded","DEG2",5,"deep","charate",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",1,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"733","degraded","DEG2",5,"deep","charate",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"734","degraded","DEG2",5,"deep","charate",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"735","degraded","DEG2",5,"deep","charate",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"736","degraded","DEG2",5,"deep","charate",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",1,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"737","degraded","DEG2",5,"deep","charate",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"738","degraded","DEG2",5,"deep","charate",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"739","degraded","DEG2",5,"deep","charate",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"740","degraded","DEG2",5,"deep","charate",1,"Trifolium gracelentum","Trifolium spp.","forb","native","annual","Fabaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_charate"
"741","degraded","DEG2",5,"deep","control",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",9,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"742","degraded","DEG2",5,"deep","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"743","degraded","DEG2",5,"deep","control",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"744","degraded","DEG2",5,"deep","control",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"745","degraded","DEG2",5,"deep","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"746","degraded","DEG2",5,"deep","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"747","degraded","DEG2",5,"deep","control",1,"Croton setiger","Croton setiger","forb","native","annual","Euphorbiaceae  ",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"748","degraded","DEG2",5,"deep","control",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"749","degraded","DEG2",5,"deep","control",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"750","degraded","DEG2",5,"deep","control",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"751","degraded","DEG2",5,"deep","control",1,"Erodium cicutarium","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"752","degraded","DEG2",5,"deep","control",1,"Erodium moschatum","Erodium spp.","forb","nonnative","annual","Geraniaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"753","degraded","DEG2",5,"deep","control",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"754","degraded","DEG2",5,"deep","control",1,"Fragaria vesca","Fragaria vesca","forb","native","perennial","Rosaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"755","degraded","DEG2",5,"deep","control",1,"Galium porrigens","Galium porrigens","forb","native","perennial","Rubiaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"756","degraded","DEG2",5,"deep","control",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",1,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
"757","degraded","DEG2",5,"deep","control",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",0,"DEG2_5","DEG2_5_deep","DEG2_5_deep_control"
