"","standtype","site","rep","species","lifeform","status","lifecycle","family"
"327","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"328","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"329","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"330","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"331","degraded","DEG1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"332","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"333","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"334","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"335","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"336","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"337","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"338","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"339","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"340","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"341","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"342","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"343","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"344","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"345","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"346","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"347","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"348","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"349","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"350","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"351","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"352","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"353","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"354","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"355","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"356","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"357","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"358","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"359","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"360","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"361","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"362","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"363","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"364","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"365","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"366","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"367","degraded","DEG1",3,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"368","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"369","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"370","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"371","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"372","degraded","DEG1",3,"Avena barbata","grass","nonnative","annual","Poaceae"
"373","degraded","DEG1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"374","degraded","DEG1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"375","degraded","DEG2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"376","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"377","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"378","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"379","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"380","degraded","DEG2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"381","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"382","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"383","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"384","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"385","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"386","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"387","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"388","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"389","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"390","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"391","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"392","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"393","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"394","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"395","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"396","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"397","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"398","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"399","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"400","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"401","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"402","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"403","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"404","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"405","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"406","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"407","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"408","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"409","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"410","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"411","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"412","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"413","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"414","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"415","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"416","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"417","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"418","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"419","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"420","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"421","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"422","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"423","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"424","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"425","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"426","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"427","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"428","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"429","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"430","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"431","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"432","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"433","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"434","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"435","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"436","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"437","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"438","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"439","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"440","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"441","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"442","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"443","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"444","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"445","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"446","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"447","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"448","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"449","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"450","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"451","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"452","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"453","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"454","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"455","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"456","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"457","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"458","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"459","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"460","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"461","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"462","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"463","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"464","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"465","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"466","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"467","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"468","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"469","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"470","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"471","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"472","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"473","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"474","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"475","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"476","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"477","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"478","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"479","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"480","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"481","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"482","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"483","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"484","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"485","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"486","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"487","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"488","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"489","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"490","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"491","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"492","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"493","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"494","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"495","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"496","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"497","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"498","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"499","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"500","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"501","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"502","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"503","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"504","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"505","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"506","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"507","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"508","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"509","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"510","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"511","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"512","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"513","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"514","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"515","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"516","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"517","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"518","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"519","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"520","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"521","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"522","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"523","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"524","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"525","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"526","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"527","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"528","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"529","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"530","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"531","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"532","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"533","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"534","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"535","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"536","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"537","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"538","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"539","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"540","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"541","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"542","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"543","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"544","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"545","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"546","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"547","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"548","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"549","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"550","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"551","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"552","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"553","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"554","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"555","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"556","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"557","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"558","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"559","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"560","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"561","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"562","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"563","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"564","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"565","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"566","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"567","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"568","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"569","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"570","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"571","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"572","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"573","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"574","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"575","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"576","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"577","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"578","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"579","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"580","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"581","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"582","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"583","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"584","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"585","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"586","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"587","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"588","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"589","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"590","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"591","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"592","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"593","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"594","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"595","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"596","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"597","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"598","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"599","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"600","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"601","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"602","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"603","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"604","degraded","DEG2",5,"Lupinus spp.","herb","native","annual","Fabaceae"
"605","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"606","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"607","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"608","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"609","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"610","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"611","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"612","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"613","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"614","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"615","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"616","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"617","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"618","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"619","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"620","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"621","degraded","DEG2",6,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"622","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"623","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"624","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"625","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"626","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"627","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"628","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"629","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"630","degraded","DEG2",6,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"631","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"632","degraded","DEG2",6,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"633","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"634","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"635","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"636","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"637","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"638","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"639","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"640","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"641","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"642","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"643","degraded","DEG2",6,"Artemisia californica","shrub","native","perennial","Asteraceae"
"644","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"645","degraded","DEG2",6,"Artemisia californica","shrub","native","perennial","Asteraceae"
"646","degraded","DEG2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"647","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"648","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"649","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"650","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"651","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"652","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"653","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"654","degraded","DEG2",6,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"655","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"656","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"657","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"658","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
