"","standtype","site","rep","distance","vertical","species","lifeform","status","lifecycle","family","site_rep","site_rep_dist","stand_status"
"340","degraded","DEG1",3,27,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_27","degraded_native"
"341","degraded","DEG1",3,28,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_28","degraded_nonnative"
"342","degraded","DEG1",3,28,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_28","degraded_nonnative"
"343","degraded","DEG1",3,28,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_28","degraded_native"
"344","degraded","DEG1",3,29,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_29","degraded_nonnative"
"345","degraded","DEG1",3,29,"2","Salvia leucophylla dead","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_29","degraded_native"
"346","degraded","DEG1",3,29,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_29","degraded_nonnative"
"347","degraded","DEG1",3,29,"4","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_29","degraded_nonnative"
"348","degraded","DEG1",3,29,"5","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_29","degraded_nonnative"
"349","degraded","DEG1",3,30,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_30","degraded_nonnative"
"350","degraded","DEG1",3,30,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_30","degraded_nonnative"
"351","degraded","DEG1",3,31,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_31","degraded_nonnative"
"352","degraded","DEG1",3,31,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_31","degraded_nonnative"
"353","degraded","DEG1",3,31,"3","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_31","degraded_nonnative"
"354","degraded","DEG1",3,31,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_31","degraded_nonnative"
"355","degraded","DEG1",3,32,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_32","degraded_nonnative"
"356","degraded","DEG1",3,33,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_33","degraded_nonnative"
"357","degraded","DEG1",3,34,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_34","degraded_nonnative"
"358","degraded","DEG1",3,34,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_34","degraded_nonnative"
"359","degraded","DEG1",3,34,"3","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_34","degraded_nonnative"
"360","degraded","DEG1",3,34,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_34","degraded_nonnative"
"361","degraded","DEG1",3,35,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_35","degraded_nonnative"
"362","degraded","DEG1",3,35,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_35","degraded_nonnative"
"363","degraded","DEG1",3,36,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_36","degraded_nonnative"
"364","degraded","DEG1",3,37,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_37","degraded_nonnative"
"365","degraded","DEG1",3,37,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_37","degraded_nonnative"
"366","degraded","DEG1",3,38,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_38","degraded_nonnative"
"367","degraded","DEG1",3,38,"2","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_38","degraded_nonnative"
"368","degraded","DEG1",3,38,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_38","degraded_nonnative"
"369","degraded","DEG1",3,39,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_39","degraded_nonnative"
"370","degraded","DEG1",3,39,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_39","degraded_nonnative"
"371","degraded","DEG1",3,40,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_40","degraded_nonnative"
"372","degraded","DEG1",3,40,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_40","degraded_nonnative"
"373","degraded","DEG1",3,40,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG1_3","DEG1_3_40","degraded_native"
"374","degraded","DEG1",3,41,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG1_3","DEG1_3_41","degraded_nonnative"
"375","degraded","DEG2",4,1,"1","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_4","DEG2_4_1","degraded_nonnative"
"376","degraded","DEG2",4,1,"2","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_1","degraded_nonnative"
"377","degraded","DEG2",4,1,"3","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_1","degraded_nonnative"
"378","degraded","DEG2",4,2,"1","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_2","degraded_nonnative"
"379","degraded","DEG2",4,3,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_3","degraded_nonnative"
"380","degraded","DEG2",4,3,"2","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_4","DEG2_4_3","degraded_nonnative"
"381","degraded","DEG2",4,4,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_4","degraded_nonnative"
"382","degraded","DEG2",4,4,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_4","degraded_nonnative"
"383","degraded","DEG2",4,4,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_4","degraded_nonnative"
"384","degraded","DEG2",4,5,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_5","degraded_nonnative"
"385","degraded","DEG2",4,5,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_5","degraded_native"
"386","degraded","DEG2",4,6,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_6","degraded_nonnative"
"387","degraded","DEG2",4,6,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_6","degraded_native"
"388","degraded","DEG2",4,7,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_7","degraded_nonnative"
"389","degraded","DEG2",4,7,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_7","degraded_native"
"390","degraded","DEG2",4,7,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_7","degraded_nonnative"
"391","degraded","DEG2",4,7,"4","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_7","degraded_native"
"392","degraded","DEG2",4,7,"5","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_7","degraded_nonnative"
"393","degraded","DEG2",4,8,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_8","degraded_nonnative"
"394","degraded","DEG2",4,8,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_8","degraded_nonnative"
"395","degraded","DEG2",4,9,"1","Bromus diandrus dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_9","degraded_nonnative"
"396","degraded","DEG2",4,10,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_10","degraded_nonnative"
"397","degraded","DEG2",4,10,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_10","degraded_nonnative"
"398","degraded","DEG2",4,11,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_11","degraded_nonnative"
"399","degraded","DEG2",4,11,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_11","degraded_nonnative"
"400","degraded","DEG2",4,12,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_12","degraded_nonnative"
"401","degraded","DEG2",4,12,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_12","degraded_nonnative"
"402","degraded","DEG2",4,13,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_13","degraded_nonnative"
"403","degraded","DEG2",4,14,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_14","degraded_nonnative"
"404","degraded","DEG2",4,15,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_15","degraded_nonnative"
"405","degraded","DEG2",4,15,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_15","degraded_nonnative"
"406","degraded","DEG2",4,16,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_16","degraded_nonnative"
"407","degraded","DEG2",4,16,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_16","degraded_nonnative"
"408","degraded","DEG2",4,16,"3","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_16","degraded_nonnative"
"409","degraded","DEG2",4,16,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_16","degraded_nonnative"
"410","degraded","DEG2",4,17,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_17","degraded_nonnative"
"411","degraded","DEG2",4,17,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_17","degraded_nonnative"
"412","degraded","DEG2",4,18,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_18","degraded_nonnative"
"413","degraded","DEG2",4,18,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_18","degraded_nonnative"
"414","degraded","DEG2",4,18,"3","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_18","degraded_nonnative"
"415","degraded","DEG2",4,18,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_18","degraded_nonnative"
"416","degraded","DEG2",4,19,"1","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_19","degraded_nonnative"
"417","degraded","DEG2",4,19,"2","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_19","degraded_nonnative"
"418","degraded","DEG2",4,19,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_19","degraded_nonnative"
"419","degraded","DEG2",4,20,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_20","degraded_nonnative"
"420","degraded","DEG2",4,20,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_20","degraded_nonnative"
"421","degraded","DEG2",4,20,"3","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_20","degraded_nonnative"
"422","degraded","DEG2",4,20,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_20","degraded_nonnative"
"423","degraded","DEG2",4,20,"5","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_20","degraded_nonnative"
"424","degraded","DEG2",4,20,"6","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_20","degraded_nonnative"
"425","degraded","DEG2",4,21,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_21","degraded_nonnative"
"426","degraded","DEG2",4,21,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_21","degraded_native"
"427","degraded","DEG2",4,21,"3","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_21","degraded_nonnative"
"428","degraded","DEG2",4,21,"4","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_21","degraded_nonnative"
"429","degraded","DEG2",4,21,"5","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_21","degraded_native"
"430","degraded","DEG2",4,22,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_22","degraded_nonnative"
"431","degraded","DEG2",4,22,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_22","degraded_native"
"432","degraded","DEG2",4,22,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_22","degraded_nonnative"
"433","degraded","DEG2",4,22,"4","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_22","degraded_native"
"434","degraded","DEG2",4,23,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_23","degraded_nonnative"
"435","degraded","DEG2",4,23,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_23","degraded_nonnative"
"436","degraded","DEG2",4,23,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_23","degraded_native"
"437","degraded","DEG2",4,24,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_24","degraded_nonnative"
"438","degraded","DEG2",4,24,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_24","degraded_nonnative"
"439","degraded","DEG2",4,24,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_24","degraded_native"
"440","degraded","DEG2",4,25,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_25","degraded_nonnative"
"441","degraded","DEG2",4,25,"3","Avena barbata dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_25","degraded_nonnative"
"442","degraded","DEG2",4,25,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_25","degraded_nonnative"
"443","degraded","DEG2",4,26,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_26","degraded_nonnative"
"444","degraded","DEG2",4,26,"2","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_26","degraded_native"
"445","degraded","DEG2",4,26,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_26","degraded_nonnative"
"446","degraded","DEG2",4,27,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_27","degraded_nonnative"
"447","degraded","DEG2",4,28,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_28","degraded_nonnative"
"448","degraded","DEG2",4,28,"2","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_28","degraded_native"
"449","degraded","DEG2",4,28,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_28","degraded_nonnative"
"450","degraded","DEG2",4,29,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_29","degraded_nonnative"
"451","degraded","DEG2",4,30,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_30","degraded_nonnative"
"452","degraded","DEG2",4,31,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_31","degraded_nonnative"
"453","degraded","DEG2",4,31,"2","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_31","degraded_nonnative"
"454","degraded","DEG2",4,31,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_31","degraded_nonnative"
"455","degraded","DEG2",4,31,"4","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_31","degraded_nonnative"
"456","degraded","DEG2",4,31,"5","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_31","degraded_nonnative"
"457","degraded","DEG2",4,32,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_32","degraded_nonnative"
"458","degraded","DEG2",4,32,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_32","degraded_nonnative"
"459","degraded","DEG2",4,32,"3","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_32","degraded_nonnative"
"460","degraded","DEG2",4,32,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_32","degraded_nonnative"
"461","degraded","DEG2",4,33,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_33","degraded_native"
"462","degraded","DEG2",4,33,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_33","degraded_nonnative"
"463","degraded","DEG2",4,34,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_34","degraded_native"
"464","degraded","DEG2",4,34,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_34","degraded_nonnative"
"465","degraded","DEG2",4,34,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_34","degraded_native"
"466","degraded","DEG2",4,34,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_34","degraded_nonnative"
"467","degraded","DEG2",4,35,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_35","degraded_nonnative"
"468","degraded","DEG2",4,35,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_35","degraded_nonnative"
"469","degraded","DEG2",4,36,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_36","degraded_nonnative"
"470","degraded","DEG2",4,36,"2","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_36","degraded_nonnative"
"471","degraded","DEG2",4,36,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_36","degraded_nonnative"
"472","degraded","DEG2",4,37,"1","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_37","degraded_nonnative"
"473","degraded","DEG2",4,37,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_37","degraded_nonnative"
"474","degraded","DEG2",4,37,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_37","degraded_nonnative"
"475","degraded","DEG2",4,38,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_38","degraded_nonnative"
"476","degraded","DEG2",4,38,"2","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_38","degraded_nonnative"
"477","degraded","DEG2",4,38,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_38","degraded_nonnative"
"478","degraded","DEG2",4,39,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_39","degraded_nonnative"
"479","degraded","DEG2",4,39,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_39","degraded_nonnative"
"480","degraded","DEG2",4,40,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_40","degraded_nonnative"
"481","degraded","DEG2",4,40,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_40","degraded_nonnative"
"482","degraded","DEG2",4,40,"3","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_40","degraded_nonnative"
"483","degraded","DEG2",4,40,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_40","degraded_nonnative"
"484","degraded","DEG2",4,41,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_41","degraded_nonnative"
"485","degraded","DEG2",4,41,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_41","degraded_nonnative"
"486","degraded","DEG2",4,41,"3","Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_41","degraded_nonnative"
"487","degraded","DEG2",4,41,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_41","degraded_nonnative"
"488","degraded","DEG2",5,1,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_1","degraded_nonnative"
"489","degraded","DEG2",5,1,"2","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_1","degraded_nonnative"
"490","degraded","DEG2",5,1,"3","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_1","degraded_nonnative"
"491","degraded","DEG2",5,2,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_2","degraded_nonnative"
"492","degraded","DEG2",5,3,"1","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_3","degraded_nonnative"
"493","degraded","DEG2",5,3,"2","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_3","degraded_nonnative"
"494","degraded","DEG2",5,3,"3","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_3","degraded_nonnative"
"495","degraded","DEG2",5,3,"4","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_3","degraded_nonnative"
"496","degraded","DEG2",5,4,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_4","degraded_nonnative"
"497","degraded","DEG2",5,4,"2","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_4","degraded_nonnative"
"498","degraded","DEG2",5,5,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_5","degraded_nonnative"
"499","degraded","DEG2",5,6,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_6","degraded_nonnative"
"500","degraded","DEG2",5,6,"2","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_6","degraded_nonnative"
"501","degraded","DEG2",5,6,"3","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_6","degraded_nonnative"
"502","degraded","DEG2",5,7,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_7","degraded_nonnative"
"503","degraded","DEG2",5,7,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_7","degraded_nonnative"
"504","degraded","DEG2",5,7,"3","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_7","degraded_nonnative"
"505","degraded","DEG2",5,7,"4","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_7","degraded_nonnative"
"506","degraded","DEG2",5,7,"5","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_7","degraded_native"
"507","degraded","DEG2",5,7,"6","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_7","degraded_nonnative"
"508","degraded","DEG2",5,7,"7","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_7","degraded_native"
"509","degraded","DEG2",5,8,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_8","degraded_nonnative"
"510","degraded","DEG2",5,8,"2","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_8","degraded_nonnative"
"511","degraded","DEG2",5,8,"3","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_8","degraded_nonnative"
"512","degraded","DEG2",5,9,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_9","degraded_nonnative"
"513","degraded","DEG2",5,9,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_9","degraded_nonnative"
"514","degraded","DEG2",5,9,"3","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_9","degraded_nonnative"
"515","degraded","DEG2",5,9,"4","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_9","degraded_nonnative"
"516","degraded","DEG2",5,9,"5","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_9","degraded_native"
"517","degraded","DEG2",5,10,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_10","degraded_nonnative"
"518","degraded","DEG2",5,10,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_10","degraded_nonnative"
"519","degraded","DEG2",5,10,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_10","degraded_native"
"520","degraded","DEG2",5,11,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_11","degraded_nonnative"
"521","degraded","DEG2",5,11,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_11","degraded_nonnative"
"522","degraded","DEG2",5,11,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_11","degraded_native"
"523","degraded","DEG2",5,12,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_12","degraded_nonnative"
"524","degraded","DEG2",5,12,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_12","degraded_nonnative"
"525","degraded","DEG2",5,12,"3","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_12","degraded_nonnative"
"526","degraded","DEG2",5,12,"4","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_12","degraded_native"
"527","degraded","DEG2",5,13,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_13","degraded_nonnative"
"528","degraded","DEG2",5,13,"2","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_13","degraded_nonnative"
"529","degraded","DEG2",5,14,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_14","degraded_nonnative"
"530","degraded","DEG2",5,14,"2","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_14","degraded_native"
"531","degraded","DEG2",5,15,"1","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_15","degraded_nonnative"
"532","degraded","DEG2",5,15,"2","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_15","degraded_nonnative"
"533","degraded","DEG2",5,15,"3","Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_15","degraded_nonnative"
"534","degraded","DEG2",5,15,"4","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_15","degraded_nonnative"
"535","degraded","DEG2",5,15,"5","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_15","degraded_nonnative"
