"","year","site","transect","distance","vertical","species","site_rep","site_rep_dist","lifeform","status","lifecycle","family"
"1499","2024","1","12","24","2","Rapistrum rugosum","1_12","1_12_24","forb","nonnative","annual","Brassicaceae"
"1500","2024","1","12","24","0","thatch","1_12","1_12_24","ground","ground","ground","ground"
"1501","2024","1","12","25","1","Rapistrum rugosum","1_12","1_12_25","forb","nonnative","annual","Brassicaceae"
"1502","2024","1","12","25","2","Bromus diandrus","1_12","1_12_25","grass","nonnative","annual","Poaceae"
"1503","2024","1","12","25","0","bare_ground","1_12","1_12_25","ground","ground","ground","ground"
"1504","2024","1","12","26","1","Bromus diandrus","1_12","1_12_26","grass","nonnative","annual","Poaceae"
"1505","2024","1","12","26","0","thatch","1_12","1_12_26","ground","ground","ground","ground"
"1506","2024","1","12","27","1","Bromus diandrus","1_12","1_12_27","grass","nonnative","annual","Poaceae"
"1507","2024","1","12","27","2","Rapistrum rugosum","1_12","1_12_27","forb","nonnative","annual","Brassicaceae"
"1508","2024","1","12","27","0","thatch","1_12","1_12_27","ground","ground","ground","ground"
"1509","2024","1","12","28","1","Bromus diandrus","1_12","1_12_28","grass","nonnative","annual","Poaceae"
"1510","2024","1","12","28","2","Avena barbata","1_12","1_12_28","grass","nonnative","annual","Poaceae"
"1511","2024","1","12","28","3","Rapistrum rugosum","1_12","1_12_28","forb","nonnative","annual","Brassicaceae"
"1512","2024","1","12","28","0","thatch","1_12","1_12_28","ground","ground","ground","ground"
"1513","2024","1","12","29","1","Bromus diandrus","1_12","1_12_29","grass","nonnative","annual","Poaceae"
"1514","2024","1","12","29","0","thatch","1_12","1_12_29","ground","ground","ground","ground"
"1515","2024","1","12","30","1","Bromus diandrus","1_12","1_12_30","grass","nonnative","annual","Poaceae"
"1516","2024","1","12","30","2","Rapistrum rugosum","1_12","1_12_30","forb","nonnative","annual","Brassicaceae"
"1517","2024","1","12","30","0","thatch","1_12","1_12_30","ground","ground","ground","ground"
"1518","2024","1","12","31","1","Bromus diandrus","1_12","1_12_31","grass","nonnative","annual","Poaceae"
"1519","2024","1","12","31","0","thatch","1_12","1_12_31","ground","ground","ground","ground"
"1520","2024","1","12","32","1","Bromus diandrus","1_12","1_12_32","grass","nonnative","annual","Poaceae"
"1521","2024","1","12","32","0","thatch","1_12","1_12_32","ground","ground","ground","ground"
"1522","2024","1","12","33","1","Bromus diandrus","1_12","1_12_33","grass","nonnative","annual","Poaceae"
"1523","2024","1","12","33","2","Rapistrum rugosum","1_12","1_12_33","forb","nonnative","annual","Brassicaceae"
"1524","2024","1","12","33","0","thatch","1_12","1_12_33","ground","ground","ground","ground"
"1525","2024","1","12","34","1","Bromus diandrus","1_12","1_12_34","grass","nonnative","annual","Poaceae"
"1526","2024","1","12","34","2","Rapistrum rugosum","1_12","1_12_34","forb","nonnative","annual","Brassicaceae"
"1527","2024","1","12","34","0","thatch","1_12","1_12_34","ground","ground","ground","ground"
"1528","2024","1","12","35","1","Bromus diandrus","1_12","1_12_35","grass","nonnative","annual","Poaceae"
"1529","2024","1","12","35","0","thatch","1_12","1_12_35","ground","ground","ground","ground"
"1530","2024","1","12","36","1","Bromus diandrus","1_12","1_12_36","grass","nonnative","annual","Poaceae"
"1531","2024","1","12","36","0","thatch","1_12","1_12_36","ground","ground","ground","ground"
"1532","2024","1","12","37","1","Bromus diandrus","1_12","1_12_37","grass","nonnative","annual","Poaceae"
"1533","2024","1","12","37","0","thatch","1_12","1_12_37","ground","ground","ground","ground"
"1534","2024","1","12","38","1","Bromus diandrus","1_12","1_12_38","grass","nonnative","annual","Poaceae"
"1535","2024","1","12","38","0","thatch","1_12","1_12_38","ground","ground","ground","ground"
"1536","2024","1","12","39","1","Bromus diandrus","1_12","1_12_39","grass","nonnative","annual","Poaceae"
"1537","2024","1","12","39","0","thatch","1_12","1_12_39","ground","ground","ground","ground"
"1538","2024","1","12","40","1","Bromus diandrus","1_12","1_12_40","grass","nonnative","annual","Poaceae"
"1539","2024","1","12","40","2","Rapistrum rugosum","1_12","1_12_40","forb","nonnative","annual","Brassicaceae"
"1540","2024","1","12","40","0","thatch","1_12","1_12_40","ground","ground","ground","ground"
"1541","2024","1","12","41","1","Bromus diandrus","1_12","1_12_41","grass","nonnative","annual","Poaceae"
"1542","2024","1","12","41","0","thatch","1_12","1_12_41","ground","ground","ground","ground"
"1543","2024","1","13","1","1","Centaurea melitensis","1_13","1_13_1","forb","nonnative","annual","Asteraceae"
"1544","2024","1","13","1","2","Rapistrum rugosum","1_13","1_13_1","forb","nonnative","annual","Brassicaceae"
"1545","2024","1","13","1","0","thatch","1_13","1_13_1","ground","ground","ground","ground"
"1546","2024","1","13","2","1","Rapistrum rugosum","1_13","1_13_2","forb","nonnative","annual","Brassicaceae"
"1547","2024","1","13","2","2","Centaurea melitensis","1_13","1_13_2","forb","nonnative","annual","Asteraceae"
"1548","2024","1","13","2","3","Bromus rubens","1_13","1_13_2","grass","nonnative","annual","Poaceae"
"1549","2024","1","13","2","0","thatch","1_13","1_13_2","ground","ground","ground","ground"
"1550","2024","1","13","3","1","Bromus rubens","1_13","1_13_3","grass","nonnative","annual","Poaceae"
"1551","2024","1","13","3","2","Centaurea melitensis","1_13","1_13_3","forb","nonnative","annual","Asteraceae"
"1552","2024","1","13","3","0","thatch","1_13","1_13_3","ground","ground","ground","ground"
"1553","2024","1","13","4","1","Rapistrum rugosum","1_13","1_13_4","forb","nonnative","annual","Brassicaceae"
"1554","2024","1","13","4","2","Centaurea melitensis","1_13","1_13_4","forb","nonnative","annual","Asteraceae"
"1555","2024","1","13","4","0","thatch","1_13","1_13_4","ground","ground","ground","ground"
"1556","2024","1","13","5","1","Bromus rubens","1_13","1_13_5","grass","nonnative","annual","Poaceae"
"1557","2024","1","13","5","2","Centaurea melitensis","1_13","1_13_5","forb","nonnative","annual","Asteraceae"
"1558","2024","1","13","5","0","thatch","1_13","1_13_5","ground","ground","ground","ground"
"1559","2024","1","13","6","1","Bromus rubens","1_13","1_13_6","grass","nonnative","annual","Poaceae"
"1560","2024","1","13","6","2","Centaurea melitensis","1_13","1_13_6","forb","nonnative","annual","Asteraceae"
"1561","2024","1","13","6","0","thatch","1_13","1_13_6","ground","ground","ground","ground"
"1562","2024","1","13","7","1","Bromus rubens","1_13","1_13_7","grass","nonnative","annual","Poaceae"
"1563","2024","1","13","7","2","Centaurea melitensis","1_13","1_13_7","forb","nonnative","annual","Asteraceae"
"1564","2024","1","13","7","3","Rapistrum rugosum","1_13","1_13_7","forb","nonnative","annual","Brassicaceae"
"1565","2024","1","13","7","0","thatch","1_13","1_13_7","ground","ground","ground","ground"
"1566","2024","1","13","8","1","Rapistrum rugosum","1_13","1_13_8","forb","nonnative","annual","Brassicaceae"
"1567","2024","1","13","8","2","Centaurea melitensis","1_13","1_13_8","forb","nonnative","annual","Asteraceae"
"1568","2024","1","13","8","0","thatch","1_13","1_13_8","ground","ground","ground","ground"
"1569","2024","1","13","9","1","Rapistrum rugosum","1_13","1_13_9","forb","nonnative","annual","Brassicaceae"
"1570","2024","1","13","9","2","Centaurea melitensis","1_13","1_13_9","forb","nonnative","annual","Asteraceae"
"1571","2024","1","13","9","0","thatch","1_13","1_13_9","ground","ground","ground","ground"
"1572","2024","1","13","10","1","Centaurea melitensis","1_13","1_13_10","forb","nonnative","annual","Asteraceae"
"1573","2024","1","13","10","2","Bromus rubens","1_13","1_13_10","grass","nonnative","annual","Poaceae"
"1574","2024","1","13","10","0","thatch","1_13","1_13_10","ground","ground","ground","ground"
"1575","2024","1","13","11","1","Salvia leucophylla","1_13","1_13_11","shrub","native","perennial","Lamiaceae"
"1576","2024","1","13","11","0","bare_ground","1_13","1_13_11","ground","ground","ground","ground"
"1577","2024","1","13","12","1","Ceanothus oliganthus","1_13","1_13_12","shrub","native","perennial","Rhamnaceae"
"1578","2024","1","13","12","2","Salvia leucophylla","1_13","1_13_12","shrub","native","perennial","Lamiaceae"
"1579","2024","1","13","12","3","Rapistrum rugosum","1_13","1_13_12","forb","nonnative","annual","Brassicaceae"
"1580","2024","1","13","12","0","bare_ground","1_13","1_13_12","ground","ground","ground","ground"
"1581","2024","1","13","13","1","Centaurea melitensis","1_13","1_13_13","forb","nonnative","annual","Asteraceae"
"1582","2024","1","13","13","0","thatch","1_13","1_13_13","ground","ground","ground","ground"
"1583","2024","1","13","14","1","Centaurea melitensis","1_13","1_13_14","forb","nonnative","annual","Asteraceae"
"1584","2024","1","13","14","0","thatch","1_13","1_13_14","ground","ground","ground","ground"
"1585","2024","1","13","15","1","Bromus rubens","1_13","1_13_15","grass","nonnative","annual","Poaceae"
"1586","2024","1","13","15","2","Centaurea melitensis","1_13","1_13_15","forb","nonnative","annual","Asteraceae"
"1587","2024","1","13","15","0","bare_ground","1_13","1_13_15","ground","ground","ground","ground"
"1588","2024","1","13","16","1","Centaurea melitensis","1_13","1_13_16","forb","nonnative","annual","Asteraceae"
"1589","2024","1","13","16","0","thatch","1_13","1_13_16","ground","ground","ground","ground"
"1590","2024","1","13","17","1","Bromus rubens","1_13","1_13_17","grass","nonnative","annual","Poaceae"
"1591","2024","1","13","17","2","Centaurea melitensis","1_13","1_13_17","forb","nonnative","annual","Asteraceae"
"1592","2024","1","13","17","0","thatch","1_13","1_13_17","ground","ground","ground","ground"
"1593","2024","1","13","18","1","Bromus rubens","1_13","1_13_18","grass","nonnative","annual","Poaceae"
"1594","2024","1","13","18","2","Centaurea melitensis","1_13","1_13_18","forb","nonnative","annual","Asteraceae"
"1595","2024","1","13","18","0","thatch","1_13","1_13_18","ground","ground","ground","ground"
"1596","2024","1","13","19","1","Bromus rubens","1_13","1_13_19","grass","nonnative","annual","Poaceae"
"1597","2024","1","13","19","2","Centaurea melitensis","1_13","1_13_19","forb","nonnative","annual","Asteraceae"
"1598","2024","1","13","19","0","thatch","1_13","1_13_19","ground","ground","ground","ground"
"1599","2024","1","13","20","1","Croton setiger","1_13","1_13_20","forb","native","annual","Euphorbiaceae  "
"1600","2024","1","13","20","2","Bromus rubens","1_13","1_13_20","grass","nonnative","annual","Poaceae"
"1601","2024","1","13","20","3","Rapistrum rugosum","1_13","1_13_20","forb","nonnative","annual","Brassicaceae"
"1602","2024","1","13","20","4","Centaurea melitensis","1_13","1_13_20","forb","nonnative","annual","Asteraceae"
"1603","2024","1","13","20","0","thatch","1_13","1_13_20","ground","ground","ground","ground"
"1604","2024","1","13","21","1","Bromus rubens","1_13","1_13_21","grass","nonnative","annual","Poaceae"
"1605","2024","1","13","21","0","thatch","1_13","1_13_21","ground","ground","ground","ground"
"1606","2024","1","13","22","0","thatch","1_13","1_13_22","ground","ground","ground","ground"
"1607","2024","1","13","23","1","Croton setiger","1_13","1_13_23","forb","native","annual","Euphorbiaceae  "
"1608","2024","1","13","23","2","Bromus rubens","1_13","1_13_23","grass","nonnative","annual","Poaceae"
"1609","2024","1","13","23","3","Rapistrum rugosum","1_13","1_13_23","forb","nonnative","annual","Brassicaceae"
"1610","2024","1","13","23","4","Centaurea melitensis","1_13","1_13_23","forb","nonnative","annual","Asteraceae"
"1611","2024","1","13","23","0","thatch","1_13","1_13_23","ground","ground","ground","ground"
"1612","2024","1","13","24","1","Bromus rubens","1_13","1_13_24","grass","nonnative","annual","Poaceae"
"1613","2024","1","13","24","2","Centaurea melitensis","1_13","1_13_24","forb","nonnative","annual","Asteraceae"
"1614","2024","1","13","24","3","Rapistrum rugosum","1_13","1_13_24","forb","nonnative","annual","Brassicaceae"
"1615","2024","1","13","24","0","thatch","1_13","1_13_24","ground","ground","ground","ground"
"1616","2024","1","13","25","1","Bromus rubens","1_13","1_13_25","grass","nonnative","annual","Poaceae"
"1617","2024","1","13","25","2","Centaurea melitensis","1_13","1_13_25","forb","nonnative","annual","Asteraceae"
"1618","2024","1","13","25","3","Rapistrum rugosum","1_13","1_13_25","forb","nonnative","annual","Brassicaceae"
"1619","2024","1","13","25","0","bare_ground","1_13","1_13_25","ground","ground","ground","ground"
"1620","2024","1","13","26","1","Erodium spp.","1_13","1_13_26","forb","nonnative","annual","Geraniaceae"
"1621","2024","1","13","26","2","Bromus rubens","1_13","1_13_26","grass","nonnative","annual","Poaceae"
"1622","2024","1","13","26","3","Centaurea melitensis","1_13","1_13_26","forb","nonnative","annual","Asteraceae"
"1623","2024","1","13","26","4","Rapistrum rugosum","1_13","1_13_26","forb","nonnative","annual","Brassicaceae"
"1624","2024","1","13","26","5","Salvia leucophylla","1_13","1_13_26","shrub","native","perennial","Lamiaceae"
"1625","2024","1","13","26","0","thatch","1_13","1_13_26","ground","ground","ground","ground"
"1626","2024","1","13","27","1","Bromus rubens","1_13","1_13_27","grass","nonnative","annual","Poaceae"
"1627","2024","1","13","27","2","Croton setiger","1_13","1_13_27","forb","native","annual","Euphorbiaceae  "
"1628","2024","1","13","27","3","Centaurea melitensis","1_13","1_13_27","forb","nonnative","annual","Asteraceae"
"1629","2024","1","13","27","4","Rapistrum rugosum","1_13","1_13_27","forb","nonnative","annual","Brassicaceae"
"1630","2024","1","13","27","0","thatch","1_13","1_13_27","ground","ground","ground","ground"
"1631","2024","1","13","28","1","Bromus rubens","1_13","1_13_28","grass","nonnative","annual","Poaceae"
"1632","2024","1","13","28","2","Rapistrum rugosum","1_13","1_13_28","forb","nonnative","annual","Brassicaceae"
"1633","2024","1","13","28","0","thatch","1_13","1_13_28","ground","ground","ground","ground"
"1634","2024","1","13","29","1","Croton setiger","1_13","1_13_29","forb","native","annual","Euphorbiaceae  "
"1635","2024","1","13","29","2","Bromus rubens","1_13","1_13_29","grass","nonnative","annual","Poaceae"
"1636","2024","1","13","29","3","Centaurea melitensis","1_13","1_13_29","forb","nonnative","annual","Asteraceae"
"1637","2024","1","13","29","4","Rapistrum rugosum","1_13","1_13_29","forb","nonnative","annual","Brassicaceae"
"1638","2024","1","13","29","0","thatch","1_13","1_13_29","ground","ground","ground","ground"
"1639","2024","1","13","30","1","Bromus rubens","1_13","1_13_30","grass","nonnative","annual","Poaceae"
"1640","2024","1","13","30","2","Centaurea melitensis","1_13","1_13_30","forb","nonnative","annual","Asteraceae"
"1641","2024","1","13","30","3","Rapistrum rugosum","1_13","1_13_30","forb","nonnative","annual","Brassicaceae"
"1642","2024","1","13","30","0","bare_ground","1_13","1_13_30","ground","ground","ground","ground"
"1643","2024","1","13","31","1","Rapistrum rugosum","1_13","1_13_31","forb","nonnative","annual","Brassicaceae"
"1644","2024","1","13","31","0","bare_ground","1_13","1_13_31","ground","ground","ground","ground"
"1645","2024","1","13","32","1","Croton setiger","1_13","1_13_32","forb","native","annual","Euphorbiaceae  "
"1646","2024","1","13","32","2","Bromus rubens","1_13","1_13_32","grass","nonnative","annual","Poaceae"
"1647","2024","1","13","32","3","Rapistrum rugosum","1_13","1_13_32","forb","nonnative","annual","Brassicaceae"
"1648","2024","1","13","32","0","thatch","1_13","1_13_32","ground","ground","ground","ground"
"1649","2024","1","13","33","1","Bromus rubens","1_13","1_13_33","grass","nonnative","annual","Poaceae"
"1650","2024","1","13","33","2","Rapistrum rugosum","1_13","1_13_33","forb","nonnative","annual","Brassicaceae"
"1651","2024","1","13","33","0","bare_ground","1_13","1_13_33","ground","ground","ground","ground"
"1652","2024","1","13","34","1","Bromus rubens","1_13","1_13_34","grass","nonnative","annual","Poaceae"
"1653","2024","1","13","34","2","Centaurea melitensis","1_13","1_13_34","forb","nonnative","annual","Asteraceae"
"1654","2024","1","13","34","3","Salvia leucophylla","1_13","1_13_34","shrub","native","perennial","Lamiaceae"
"1655","2024","1","13","34","0","thatch","1_13","1_13_34","ground","ground","ground","ground"
"1656","2024","1","13","35","1","Erodium spp.","1_13","1_13_35","forb","nonnative","annual","Geraniaceae"
"1657","2024","1","13","35","2","Salvia leucophylla","1_13","1_13_35","shrub","native","perennial","Lamiaceae"
"1658","2024","1","13","35","0","thatch","1_13","1_13_35","ground","ground","ground","ground"
"1659","2024","1","13","36","1","Bromus rubens","1_13","1_13_36","grass","nonnative","annual","Poaceae"
"1660","2024","1","13","36","2","Centaurea melitensis","1_13","1_13_36","forb","nonnative","annual","Asteraceae"
"1661","2024","1","13","36","3","Salvia leucophylla","1_13","1_13_36","shrub","native","perennial","Lamiaceae"
"1662","2024","1","13","36","0","litter","1_13","1_13_36","ground","ground","ground","ground"
"1663","2024","1","13","37","1","Rapistrum rugosum","1_13","1_13_37","forb","nonnative","annual","Brassicaceae"
"1664","2024","1","13","37","2","Bromus rubens","1_13","1_13_37","grass","nonnative","annual","Poaceae"
"1665","2024","1","13","37","3","Salvia leucophylla","1_13","1_13_37","shrub","native","perennial","Lamiaceae"
"1666","2024","1","13","37","0","litter","1_13","1_13_37","ground","ground","ground","ground"
"1667","2024","1","13","38","1","Salvia leucophylla","1_13","1_13_38","shrub","native","perennial","Lamiaceae"
"1668","2024","1","13","38","0","litter","1_13","1_13_38","ground","ground","ground","ground"
"1669","2024","1","13","39","1","Bromus rubens","1_13","1_13_39","grass","nonnative","annual","Poaceae"
"1670","2024","1","13","39","2","Rapistrum rugosum","1_13","1_13_39","forb","nonnative","annual","Brassicaceae"
"1671","2024","1","13","39","3","Salvia leucophylla","1_13","1_13_39","shrub","native","perennial","Lamiaceae"
"1672","2024","1","13","39","0","thatch","1_13","1_13_39","ground","ground","ground","ground"
"1673","2024","1","13","40","1","Salvia leucophylla","1_13","1_13_40","shrub","native","perennial","Lamiaceae"
"1674","2024","1","13","40","0","thatch","1_13","1_13_40","ground","ground","ground","ground"
"1675","2024","1","13","41","1","Bromus rubens","1_13","1_13_41","grass","nonnative","annual","Poaceae"
"1676","2024","1","13","41","2","Rapistrum rugosum","1_13","1_13_41","forb","nonnative","annual","Brassicaceae"
"1677","2024","1","13","41","3","Salvia leucophylla","1_13","1_13_41","shrub","native","perennial","Lamiaceae"
"1678","2024","1","13","41","0","litter","1_13","1_13_41","ground","ground","ground","ground"
"1679","2024","1","14","1","1","Centaurea melitensis","1_14","1_14_1","forb","nonnative","annual","Asteraceae"
"1680","2024","1","14","1","2","Malacothamnus fasciculatus","1_14","1_14_1","shrub","native","perennial","Malvaceae"
"1681","2024","1","14","1","0","thatch","1_14","1_14_1","ground","ground","ground","ground"
"1682","2024","1","14","2","1","Centaurea melitensis","1_14","1_14_2","forb","nonnative","annual","Asteraceae"
"1683","2024","1","14","2","2","Salvia leucophylla","1_14","1_14_2","shrub","native","perennial","Lamiaceae"
"1684","2024","1","14","2","3","Malacothamnus fasciculatus","1_14","1_14_2","shrub","native","perennial","Malvaceae"
"1685","2024","1","14","2","0","litter","1_14","1_14_2","ground","ground","ground","ground"
"1686","2024","1","14","3","1","Centaurea melitensis","1_14","1_14_3","forb","nonnative","annual","Asteraceae"
"1687","2024","1","14","3","2","Salvia leucophylla","1_14","1_14_3","shrub","native","perennial","Lamiaceae"
"1688","2024","1","14","3","3","Malacothamnus fasciculatus","1_14","1_14_3","shrub","native","perennial","Malvaceae"
"1689","2024","1","14","3","0","litter","1_14","1_14_3","ground","ground","ground","ground"
"1690","2024","1","14","4","1","Bromus rubens","1_14","1_14_4","grass","nonnative","annual","Poaceae"
"1691","2024","1","14","4","2","Salvia leucophylla","1_14","1_14_4","shrub","native","perennial","Lamiaceae"
"1692","2024","1","14","4","3","Malacothamnus fasciculatus","1_14","1_14_4","shrub","native","perennial","Malvaceae"
"1693","2024","1","14","4","0","thatch","1_14","1_14_4","ground","ground","ground","ground"
"1694","2024","1","14","5","1","Bromus rubens","1_14","1_14_5","grass","nonnative","annual","Poaceae"
"1695","2024","1","14","5","2","Centaurea melitensis","1_14","1_14_5","forb","nonnative","annual","Asteraceae"
"1696","2024","1","14","5","3","Salvia leucophylla","1_14","1_14_5","shrub","native","perennial","Lamiaceae"
"1697","2024","1","14","5","4","Malacothamnus fasciculatus","1_14","1_14_5","shrub","native","perennial","Malvaceae"
"1698","2024","1","14","5","0","litter","1_14","1_14_5","ground","ground","ground","ground"
"1699","2024","1","14","6","1","Salvia leucophylla","1_14","1_14_6","shrub","native","perennial","Lamiaceae"
"1700","2024","1","14","6","2","Malacothamnus fasciculatus","1_14","1_14_6","shrub","native","perennial","Malvaceae"
"1701","2024","1","14","6","0","litter","1_14","1_14_6","ground","ground","ground","ground"
"1702","2024","1","14","7","1","Centaurea melitensis","1_14","1_14_7","forb","nonnative","annual","Asteraceae"
"1703","2024","1","14","7","2","Malacothamnus fasciculatus","1_14","1_14_7","shrub","native","perennial","Malvaceae"
"1704","2024","1","14","7","0","thatch","1_14","1_14_7","ground","ground","ground","ground"
"1705","2024","1","14","8","1","Centaurea melitensis","1_14","1_14_8","forb","nonnative","annual","Asteraceae"
"1706","2024","1","14","8","2","Malacothamnus fasciculatus","1_14","1_14_8","shrub","native","perennial","Malvaceae"
"1707","2024","1","14","8","0","thatch","1_14","1_14_8","ground","ground","ground","ground"
"1708","2024","1","14","9","1","Centaurea melitensis","1_14","1_14_9","forb","nonnative","annual","Asteraceae"
"1709","2024","1","14","9","2","Malacothamnus fasciculatus","1_14","1_14_9","shrub","native","perennial","Malvaceae"
"1710","2024","1","14","9","3","Bromus rubens","1_14","1_14_9","grass","nonnative","annual","Poaceae"
"1711","2024","1","14","9","0","thatch","1_14","1_14_9","ground","ground","ground","ground"
"1712","2024","1","14","10","1","Centaurea melitensis","1_14","1_14_10","forb","nonnative","annual","Asteraceae"
"1713","2024","1","14","10","2","Malacothamnus fasciculatus","1_14","1_14_10","shrub","native","perennial","Malvaceae"
"1714","2024","1","14","10","3","Bromus rubens","1_14","1_14_10","grass","nonnative","annual","Poaceae"
"1715","2024","1","14","10","0","thatch","1_14","1_14_10","ground","ground","ground","ground"
"1716","2024","1","14","11","1","Centaurea melitensis","1_14","1_14_11","forb","nonnative","annual","Asteraceae"
"1717","2024","1","14","11","2","Malacothamnus fasciculatus","1_14","1_14_11","shrub","native","perennial","Malvaceae"
"1718","2024","1","14","11","0","thatch","1_14","1_14_11","ground","ground","ground","ground"
"1719","2024","1","14","12","1","Centaurea melitensis","1_14","1_14_12","forb","nonnative","annual","Asteraceae"
"1720","2024","1","14","12","2","Malacothamnus fasciculatus","1_14","1_14_12","shrub","native","perennial","Malvaceae"
"1721","2024","1","14","12","3","Artemisia californica","1_14","1_14_12","shrub","native","perennial","Asteraceae"
"1722","2024","1","14","12","0","thatch","1_14","1_14_12","ground","ground","ground","ground"
"1723","2024","1","14","13","1","Centaurea melitensis","1_14","1_14_13","forb","nonnative","annual","Asteraceae"
"1724","2024","1","14","13","2","Artemisia californica","1_14","1_14_13","shrub","native","perennial","Asteraceae"
"1725","2024","1","14","13","3","Bromus rubens","1_14","1_14_13","grass","nonnative","annual","Poaceae"
"1726","2024","1","14","13","0","thatch","1_14","1_14_13","ground","ground","ground","ground"
"1727","2024","1","14","14","1","Centaurea melitensis","1_14","1_14_14","forb","nonnative","annual","Asteraceae"
"1728","2024","1","14","14","2","Malacothamnus fasciculatus","1_14","1_14_14","shrub","native","perennial","Malvaceae"
"1729","2024","1","14","14","3","Bromus rubens","1_14","1_14_14","grass","nonnative","annual","Poaceae"
"1730","2024","1","14","14","4","Artemisia californica","1_14","1_14_14","shrub","native","perennial","Asteraceae"
"1731","2024","1","14","14","0","thatch","1_14","1_14_14","ground","ground","ground","ground"
"1732","2024","1","14","15","1","Centaurea melitensis","1_14","1_14_15","forb","nonnative","annual","Asteraceae"
"1733","2024","1","14","15","2","Malacothamnus fasciculatus","1_14","1_14_15","shrub","native","perennial","Malvaceae"
"1734","2024","1","14","15","0","thatch","1_14","1_14_15","ground","ground","ground","ground"
"1735","2024","1","14","16","1","Malacothamnus fasciculatus","1_14","1_14_16","shrub","native","perennial","Malvaceae"
"1736","2024","1","14","16","0","thatch","1_14","1_14_16","ground","ground","ground","ground"
"1737","2024","1","14","17","1","Centaurea melitensis","1_14","1_14_17","forb","nonnative","annual","Asteraceae"
"1738","2024","1","14","17","2","Salvia leucophylla","1_14","1_14_17","shrub","native","perennial","Lamiaceae"
"1739","2024","1","14","17","3","Malacothamnus fasciculatus","1_14","1_14_17","shrub","native","perennial","Malvaceae"
"1740","2024","1","14","17","0","litter","1_14","1_14_17","ground","ground","ground","ground"
"1741","2024","1","14","18","1","Bromus rubens","1_14","1_14_18","grass","nonnative","annual","Poaceae"
"1742","2024","1","14","18","2","Salvia leucophylla","1_14","1_14_18","shrub","native","perennial","Lamiaceae"
"1743","2024","1","14","18","3","Malacothamnus fasciculatus","1_14","1_14_18","shrub","native","perennial","Malvaceae"
"1744","2024","1","14","18","0","bare_ground","1_14","1_14_18","ground","ground","ground","ground"
"1745","2024","1","14","19","1","Bromus rubens","1_14","1_14_19","grass","nonnative","annual","Poaceae"
"1746","2024","1","14","19","2","Centaurea melitensis","1_14","1_14_19","forb","nonnative","annual","Asteraceae"
"1747","2024","1","14","19","3","Malacothamnus fasciculatus","1_14","1_14_19","shrub","native","perennial","Malvaceae"
"1748","2024","1","14","19","0","litter","1_14","1_14_19","ground","ground","ground","ground"
"1749","2024","1","14","20","1","Centaurea melitensis","1_14","1_14_20","forb","nonnative","annual","Asteraceae"
"1750","2024","1","14","20","2","Salvia leucophylla","1_14","1_14_20","shrub","native","perennial","Lamiaceae"
"1751","2024","1","14","20","3","Malacothamnus fasciculatus","1_14","1_14_20","shrub","native","perennial","Malvaceae"
"1752","2024","1","14","20","0","thatch","1_14","1_14_20","ground","ground","ground","ground"
"1753","2024","1","14","21","1","Bromus rubens","1_14","1_14_21","grass","nonnative","annual","Poaceae"
"1754","2024","1","14","21","2","Centaurea melitensis","1_14","1_14_21","forb","nonnative","annual","Asteraceae"
"1755","2024","1","14","21","0","thatch","1_14","1_14_21","ground","ground","ground","ground"
"1756","2024","1","14","22","1","Bromus rubens","1_14","1_14_22","grass","nonnative","annual","Poaceae"
"1757","2024","1","14","22","2","Centaurea melitensis","1_14","1_14_22","forb","nonnative","annual","Asteraceae"
"1758","2024","1","14","22","0","thatch","1_14","1_14_22","ground","ground","ground","ground"
"1759","2024","1","14","23","1","Bromus rubens","1_14","1_14_23","grass","nonnative","annual","Poaceae"
"1760","2024","1","14","23","2","Centaurea melitensis","1_14","1_14_23","forb","nonnative","annual","Asteraceae"
"1761","2024","1","14","23","0","thatch","1_14","1_14_23","ground","ground","ground","ground"
"1762","2024","1","14","24","1","Centaurea melitensis","1_14","1_14_24","forb","nonnative","annual","Asteraceae"
"1763","2024","1","14","24","0","bare_ground","1_14","1_14_24","ground","ground","ground","ground"
"1764","2024","1","14","25","1","Salvia leucophylla","1_14","1_14_25","shrub","native","perennial","Lamiaceae"
"1765","2024","1","14","25","0","litter","1_14","1_14_25","ground","ground","ground","ground"
"1766","2024","1","14","26","1","Salvia leucophylla","1_14","1_14_26","shrub","native","perennial","Lamiaceae"
"1767","2024","1","14","26","0","litter","1_14","1_14_26","ground","ground","ground","ground"
"1768","2024","1","14","27","1","Salvia leucophylla","1_14","1_14_27","shrub","native","perennial","Lamiaceae"
"1769","2024","1","14","27","0","litter","1_14","1_14_27","ground","ground","ground","ground"
"1770","2024","1","14","28","1","Centaurea melitensis","1_14","1_14_28","forb","nonnative","annual","Asteraceae"
"1771","2024","1","14","28","2","Salvia leucophylla","1_14","1_14_28","shrub","native","perennial","Lamiaceae"
"1772","2024","1","14","28","0","bare_ground","1_14","1_14_28","ground","ground","ground","ground"
"1773","2024","1","14","29","1","Centaurea melitensis","1_14","1_14_29","forb","nonnative","annual","Asteraceae"
"1774","2024","1","14","29","0","bare_ground","1_14","1_14_29","ground","ground","ground","ground"
"1775","2024","1","14","30","1","Lysimachia arvensis","1_14","1_14_30","forb","nonnative","annual","Myrsinaceae  "
"1776","2024","1","14","30","2","Centaurea melitensis","1_14","1_14_30","forb","nonnative","annual","Asteraceae"
