"","year","site","rep","standtype","status","lifeform","family","species","lifespan","link.to.tab..belt_byspecies....https...docs.google.com.spreadsheets.d.1JG8udkjru26Z6zy7LwNiDczkgRrB42tNG_wnW2O2R60.edit.usp.sharing","site_rep","site_rep_species"
"200",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"201",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"202",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"203",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"204",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"205",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"206",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"207",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"208",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"209",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"210",2019,NA,2,"Intact2","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_2","NA_2_Heteromeles arbutifolia"
"211",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"212",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"213",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"214",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"215",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"216",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"217",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"218",2019,NA,3,"Intact3","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_3","NA_3_Heteromeles arbutifolia"
"219",2019,NA,1,"DEG1","nonnative","herb","Brassicaceae","Hirschfeldia incana","annual",NA,"NA_1","NA_1_Hirschfeldia incana"
"220",2019,NA,3,"DEG1","nonnative","herb","Brassicaceae","Hirschfeldia incana","annual",NA,"NA_3","NA_3_Hirschfeldia incana"
"221",2019,NA,4,"ENH2","nonnative","herb","Brassicaceae","Hirschfeldia incana","annual",NA,"NA_4","NA_4_Hirschfeldia incana"
"222",2019,NA,4,"ENH2","native","herb","Fabaceae","Lupinus spp.","annual",NA,"NA_4","NA_4_Lupinus spp."
"223",2019,NA,1,"ENH1","native","herb","Fabaceae","Lupinus bicolor","annual",NA,"NA_1","NA_1_Lupinus bicolor"
"224",2019,NA,2,"DEG1","native","herb","Fabaceae","Lupinus bicolor","annual",NA,"NA_2","NA_2_Lupinus bicolor"
"225",2019,NA,1,"DEG1","native","herb","Fabaceae","Lupinus spp.","annual",NA,"NA_1","NA_1_Lupinus spp."
"226",2019,NA,3,"DEG1","native","herb","Fabaceae","Lupinus spp.","annual",NA,"NA_3","NA_3_Lupinus spp."
"227",2019,NA,4,"DEG2","native","herb","Fabaceae","Lupinus spp.","annual",NA,"NA_4","NA_4_Lupinus spp."
"228",2019,NA,2,"ENH1","native","herb","Fabaceae","Lupinus spp.","annual",NA,"NA_2","NA_2_Lupinus spp."
"229",2019,NA,3,"ENH1","native","herb","Fabaceae","Lupinus spp.","annual",NA,"NA_3","NA_3_Lupinus spp."
"230",2019,NA,2,"DEG1","native","herb","Fabaceae","Lupinus succulentus","annual",NA,"NA_2","NA_2_Lupinus succulentus"
"231",2019,NA,1,"ENH1","native","herb","Fabaceae","Lupinus succulentus","annual",NA,"NA_1","NA_1_Lupinus succulentus"
"232",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"233",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"234",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"235",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"236",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"237",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"238",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"239",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"240",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"241",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"242",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"243",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"244",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"245",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"246",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"247",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"248",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"249",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"250",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"251",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"252",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"253",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"254",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"255",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"256",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"257",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"258",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"259",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"260",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"261",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"262",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"263",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"264",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"265",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"266",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"267",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"268",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"269",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"270",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"271",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"272",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"273",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"274",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"275",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"276",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"277",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"278",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"279",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"280",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"281",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"282",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"283",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"284",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"285",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"286",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"287",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"288",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"289",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"290",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"291",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"292",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"293",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"294",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"295",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"296",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"297",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"298",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"299",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"300",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"301",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"302",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"303",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"304",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"305",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"306",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"307",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"308",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"309",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"310",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"311",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"312",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"313",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"314",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"315",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"316",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"317",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"318",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"319",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"320",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"321",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"322",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"323",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"324",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"325",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"326",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"327",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"328",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"329",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"330",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"331",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"332",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"333",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"334",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"335",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"336",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"337",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"338",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"339",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"340",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"341",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"342",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"343",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"344",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"345",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"346",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"347",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"348",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"349",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"350",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"351",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"352",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"353",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"354",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"355",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"356",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"357",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"358",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"359",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"360",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"361",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"362",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"363",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"364",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"365",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"366",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"367",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"368",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"369",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"370",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"371",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"372",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"373",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"374",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"375",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"376",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"377",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"378",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"379",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"380",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
"381",2019,NA,3,"ENH1","native","shrub","Malvaceae","Malacothamnus fasciculatus","perennial",NA,"NA_3","NA_3_Malacothamnus fasciculatus"
